theta1,theta2,model,amplitude,shift
-0.100000,6.000000,param,6.5221392926,-1.0517034635
-0.100000,6.000000,param,6.5585758243,-1.0815714082
-0.100000,6.000000,param,6.5950123561,-1.1121262405
-0.100000,6.000000,param,6.6314488878,-1.1433805780
-0.100000,6.000000,param,6.6678854196,-1.1753472192
-0.100000,6.000000,param,6.7043219513,-1.2080391466
-0.100000,6.000000,param,6.7407584831,-1.2414695274
-0.100000,6.000000,param,6.7771950148,-1.2756517166
-0.100000,6.000000,param,6.8136315466,-1.3105992583
-0.100000,6.000000,param,6.8500680783,-1.3463258876
-0.100000,6.000000,param,6.8865046101,-1.3828455334
-0.100000,6.000000,param,6.9229411418,-1.4201723194
-0.100000,6.000000,param,6.9593776736,-1.4583205668
-0.100000,6.000000,param,6.9958142053,-1.4973047964
-0.100000,6.000000,param,7.0322507371,-1.5371397300
-0.100000,6.000000,param,7.0686872689,-1.5778402932
-0.100000,6.000000,param,7.1051238006,-1.6194216171
-0.100000,6.000000,param,7.1415603324,-1.6618990405
-0.100000,6.000000,param,7.1779968641,-1.7052881118
-0.100000,6.000000,param,7.2144333959,-1.7496045917
-0.100000,6.000000,param,7.2508699276,-1.7948644546
-0.100000,6.000000,param,7.2873064594,-1.8410838913
-0.100000,6.000000,param,7.3237429911,-1.8882793110
-0.100000,6.000000,param,7.3601795229,-1.9364673434
-0.100000,6.000000,param,7.3966160546,-1.9856648410
-0.100000,6.000000,param,7.4330525864,-2.0358888812
-0.100000,6.000000,param,7.4694891181,-2.0871567687
-0.100000,6.000000,param,7.5059256499,-2.1394860376
-0.100000,6.000000,param,7.5423621816,-2.1928944536
-0.100000,6.000000,param,7.5787987134,-2.2474000164
-0.100000,6.000000,param,7.6152352451,-2.3030209621
-0.100000,6.000000,param,7.6516717769,-2.3597757652
-0.100000,6.000000,param,7.6881083086,-2.4176831409
-0.100000,6.000000,param,7.7245448404,-2.4767620477
-0.100000,6.000000,param,7.7609813722,-2.5370316896
-0.100000,6.000000,param,7.7974179039,-2.5985115186
-0.100000,6.000000,param,7.8338544357,-2.6612212365
-0.100000,6.000000,param,7.8702909674,-2.7251807982
-0.100000,6.000000,param,7.9067274992,-2.7904104132
-0.100000,6.000000,param,7.9431640309,-2.8569305486
-0.100000,6.000000,param,7.9796005627,-2.9247619313
-0.100000,6.000000,param,8.0160370944,-2.9939255505
-0.100000,6.000000,param,8.0524736262,-3.0644426600
-0.100000,6.000000,param,8.0889101579,-3.1363347809
-0.100000,6.000000,param,8.1253466897,-3.2096237040
-0.100000,6.000000,param,8.1617832214,-3.2843314923
-0.100000,6.000000,param,8.1982197532,-3.3604804833
-0.100000,6.000000,param,8.2346562849,-3.4380932919
-0.100000,6.000000,param,8.2710928167,-3.5171928128
-0.100000,6.000000,param,8.3075293484,-3.5978022229
-0.100000,6.000000,param,8.3439658802,-3.6799449840
-0.100000,6.000000,param,8.3804024119,-3.7636448455
-0.100000,6.000000,param,8.4168389437,-3.8489258469
-0.100000,6.000000,param,8.4532754755,-3.9358123202
-0.100000,6.000000,param,8.4897120072,-4.0243288929
-0.100000,6.000000,param,8.5261485390,-4.1145004907
-0.100000,6.000000,param,8.5625850707,-4.2063523397
-0.100000,6.000000,param,8.5990216025,-4.2999099693
-0.100000,6.000000,param,8.6354581342,-4.3951992152
-0.100000,6.000000,param,8.6718946660,-4.4922462218
-0.100000,6.000000,param,8.7083311977,-4.5910774448
0.000000,6.000000,exact,0.0000001337,0.0000000000
0.000000,6.000000,exact,0.0447674283,-0.0000017238
0.000000,6.000000,exact,0.0895347228,-0.0000068947
0.000000,6.000000,exact,0.1343020174,-0.0000155114
0.000000,6.000000,exact,0.1790693119,-0.0000275717
0.000000,6.000000,exact,0.2238366065,-0.0000430726
0.000000,6.000000,exact,0.2686039010,-0.0000620102
0.000000,6.000000,exact,0.3133711956,-0.0000843796
0.000000,6.000000,exact,0.3581384901,-0.0001101752
0.000000,6.000000,exact,0.4029057847,-0.0001393904
0.000000,6.000000,exact,0.4476730792,-0.0001720178
0.000000,6.000000,exact,0.4924403737,-0.0002080491
0.000000,6.000000,exact,0.5372076683,-0.0002474751
0.000000,6.000000,exact,0.5819749628,-0.0002902856
0.000000,6.000000,exact,0.6267422574,-0.0003364697
0.000000,6.000000,exact,0.6715095519,-0.0003860156
0.000000,6.000000,exact,0.7162768465,-0.0004389103
0.000000,6.000000,exact,0.7610441410,-0.0004951403
0.000000,6.000000,exact,0.8058114356,-0.0005546909
0.000000,6.000000,exact,0.8505787301,-0.0006175467
0.000000,6.000000,exact,0.8953460246,-0.0006836912
0.000000,6.000000,exact,0.9401133192,-0.0007531070
0.000000,6.000000,exact,0.9848806137,-0.0008257759
0.000000,6.000000,exact,1.0296479083,-0.0009016786
0.000000,6.000000,exact,1.0744152028,-0.0009807950
0.000000,6.000000,exact,1.1191824974,-0.0010631040
0.000000,6.000000,exact,1.1639497919,-0.0011485835
0.000000,6.000000,exact,1.2087170865,-0.0012372104
0.000000,6.000000,exact,1.2534843810,-0.0013289609
0.000000,6.000000,exact,1.2982516756,-0.0014238099
0.000000,6.000000,exact,1.3430189701,-0.0015217314
0.000000,6.000000,exact,1.3877862646,-0.0016226986
0.000000,6.000000,exact,1.4325535592,-0.0017266835
0.000000,6.000000,exact,1.4773208537,-0.0018336570
0.000000,6.000000,exact,1.5220881483,-0.0019435893
0.000000,6.000000,exact,1.5668554428,-0.0020564494
0.000000,6.000000,exact,1.6116227374,-0.0021722053
0.000000,6.000000,exact,1.6563900319,-0.0022908238
0.000000,6.000000,exact,1.7011573265,-0.0024122709
0.000000,6.000000,exact,1.7459246210,-0.0025365114
0.000000,6.000000,exact,1.7906919156,-0.0026635090
0.000000,6.000000,exact,1.8354592101,-0.0027932265
0.000000,6.000000,exact,1.8802265046,-0.0029256255
0.000000,6.000000,exact,1.9249937992,-0.0030606664
0.000000,6.000000,exact,1.9697610937,-0.0031983086
0.000000,6.000000,exact,2.0145283883,-0.0033385105
0.000000,6.000000,exact,2.0592956828,-0.0034812292
0.000000,6.000000,exact,2.1040629774,-0.0036264207
0.000000,6.000000,exact,2.1488302719,-0.0037740398
0.000000,6.000000,exact,2.1935975665,-0.0039240404
0.000000,6.000000,exact,2.2383648610,-0.0040763750
0.000000,6.000000,exact,2.2831321556,-0.0042309950
0.000000,6.000000,exact,2.3278994501,-0.0043878505
0.000000,6.000000,exact,2.3726667446,-0.0045468906
0.000000,6.000000,exact,2.4174340392,-0.0047080632
0.000000,6.000000,exact,2.4622013337,-0.0048713147
0.000000,6.000000,exact,2.5069686283,-0.0050365906
0.000000,6.000000,exact,2.5517359228,-0.0052038350
0.000000,6.000000,exact,2.5965032174,-0.0053729909
0.000000,6.000000,exact,2.6412705119,-0.0055439998
0.000000,6.000000,exact,2.6860378065,-0.0057168023
0.000000,6.000000,exact,2.7308051010,-0.0058913373
0.000000,6.000000,exact,2.7755723956,-0.0060675428
0.000000,6.000000,exact,2.8203396901,-0.0062453552
0.000000,6.000000,exact,2.8651069846,-0.0064247100
0.000000,6.000000,exact,2.9098742792,-0.0066055410
0.000000,6.000000,exact,2.9546415737,-0.0067877808
0.000000,6.000000,exact,2.9994088683,-0.0069713609
0.000000,6.000000,exact,3.0441761628,-0.0071562112
0.000000,6.000000,exact,3.0889434574,-0.0073422603
0.000000,6.000000,exact,3.1337107519,-0.0075294357
0.000000,6.000000,exact,3.1784780465,-0.0077176632
0.000000,6.000000,exact,3.2232453410,-0.0079068675
0.000000,6.000000,exact,3.2680126356,-0.0080969719
0.000000,6.000000,exact,3.3127799301,-0.0082878982
0.000000,6.000000,exact,3.3575472246,-0.0084795669
0.000000,6.000000,exact,3.4023145192,-0.0086718972
0.000000,6.000000,exact,3.4470818137,-0.0088648068
0.000000,6.000000,exact,3.4918491083,-0.0090582120
0.000000,6.000000,exact,3.5366164028,-0.0092520279
0.000000,6.000000,exact,3.5813836974,-0.0094461681
0.000000,6.000000,exact,3.6261509919,-0.0096405445
0.000000,6.000000,exact,3.6709182865,-0.0098350682
0.000000,6.000000,exact,3.7156855810,-0.0100296483
0.000000,6.000000,exact,3.7604528756,-0.0102241929
0.000000,6.000000,exact,3.8052201701,-0.0104186085
0.000000,6.000000,exact,3.8499874646,-0.0106128003
0.000000,6.000000,exact,3.8947547592,-0.0108066720
0.000000,6.000000,exact,3.9395220537,-0.0110001260
0.000000,6.000000,exact,3.9842893483,-0.0111930631
0.000000,6.000000,exact,4.0290566428,-0.0113853829
0.000000,6.000000,exact,4.0738239374,-0.0115769836
0.000000,6.000000,exact,4.1185912319,-0.0117677618
0.000000,6.000000,exact,4.1633585265,-0.0119576130
0.000000,6.000000,exact,4.2081258210,-0.0121464310
0.000000,6.000000,exact,4.2528931155,-0.0123341085
0.000000,6.000000,exact,4.2976604101,-0.0125205367
0.000000,6.000000,exact,4.3424277046,-0.0127056054
0.000000,6.000000,exact,4.3871949992,-0.0128892031
0.000000,6.000000,exact,4.4319622937,-0.0130712169
0.000000,6.000000,exact,4.4767295883,-0.0132515327
0.000000,6.000000,exact,4.5214968828,-0.0134300350
0.000000,6.000000,exact,4.5662641774,-0.0136066068
0.000000,6.000000,exact,4.6110314719,-0.0137811301
0.000000,6.000000,exact,4.6557987665,-0.0139534855
0.000000,6.000000,exact,4.7005660610,-0.0141235522
0.000000,6.000000,exact,4.7453333555,-0.0142912083
0.000000,6.000000,exact,4.7901006501,-0.0144563307
0.000000,6.000000,exact,4.8348679446,-0.0146187949
0.000000,6.000000,exact,4.8796352392,-0.0147784753
0.000000,6.000000,exact,4.9244025337,-0.0149352451
0.000000,6.000000,exact,4.9691698283,-0.0150889765
0.000000,6.000000,exact,5.0139371228,-0.0152395403
0.000000,6.000000,exact,5.0587044174,-0.0153868064
0.000000,6.000000,exact,5.1034717119,-0.0155306435
0.000000,6.000000,exact,5.1482390065,-0.0156709193
0.000000,6.000000,exact,5.1930063010,-0.0158075004
0.000000,6.000000,exact,5.2377735955,-0.0159402526
0.000000,6.000000,exact,5.2825408901,-0.0160690404
0.000000,6.000000,exact,5.3273081846,-0.0161937277
0.000000,6.000000,exact,5.3720754792,-0.0163141773
0.000000,6.000000,exact,5.4168427737,-0.0164302513
0.000000,6.000000,exact,5.4616100683,-0.0165418107
0.000000,6.000000,exact,5.5063773628,-0.0166487159
0.000000,6.000000,exact,5.5511446574,-0.0167508267
0.000000,6.000000,exact,5.5959119519,-0.0168480019
0.000000,6.000000,exact,5.6406792465,-0.0169400998
0.000000,6.000000,exact,5.6854465410,-0.0170269780
0.000000,6.000000,exact,5.7302138355,-0.0171084936
0.000000,6.000000,exact,5.7749811301,-0.0171845031
0.000000,6.000000,exact,5.8197484246,-0.0172548627
0.000000,6.000000,exact,5.8645157192,-0.0173194280
0.000000,6.000000,exact,5.9092830137,-0.0173780543
0.000000,6.000000,exact,5.9540503083,-0.0174305965
0.000000,6.000000,exact,5.9988176028,-0.0174769095
0.000000,6.000000,exact,6.0435848974,-0.0175168478
0.000000,6.000000,exact,6.0883521919,-0.0175502657
0.000000,6.000000,exact,6.1331194865,-0.0175770176
0.000000,6.000000,exact,6.1778867810,-0.0175969579
0.000000,6.000000,exact,6.2226540755,-0.0176099411
0.000000,6.000000,exact,6.2674213701,-0.0176158215
0.000000,6.000000,exact,6.3121886646,-0.0176144541
0.000000,6.000000,exact,6.3569559592,-0.0176056938
0.000000,6.000000,exact,6.4017232537,-0.0175893961
0.000000,6.000000,exact,6.4464905483,-0.0175654168
0.000000,6.000000,exact,6.4912578428,-0.0175336122
0.000000,6.000000,exact,6.5360251374,-0.0174938395
0.000000,6.000000,exact,6.5807924319,-0.0174459561
0.000000,6.000000,exact,6.6255597265,-0.0173898207
0.000000,6.000000,exact,6.6703270210,-0.0173252924
0.000000,6.000000,exact,6.7150943155,-0.0172522315
0.000000,6.000000,exact,6.7598616101,-0.0171704995
0.000000,6.000000,exact,6.8046289046,-0.0170799587
0.000000,6.000000,exact,6.8493961992,-0.0169804730
0.000000,6.000000,exact,6.8941634937,-0.0168719074
0.000000,6.000000,exact,6.9389307883,-0.0167541285
0.000000,6.000000,exact,6.9836980828,-0.0166270045
0.000000,6.000000,exact,7.0284653774,-0.0164904052
0.000000,6.000000,exact,7.0732326719,-0.0163442022
0.000000,6.000000,exact,7.1179999664,-0.0161882692
0.000000,6.000000,exact,7.1627672610,-0.0160224816
0.000000,6.000000,exact,7.2075345555,-0.0158467174
0.000000,6.000000,exact,7.2523018501,-0.0156608565
0.000000,6.000000,exact,7.2970691446,-0.0154647814
0.000000,6.000000,exact,7.3418364392,-0.0152583771
0.000000,6.000000,exact,7.3866037337,-0.0150415313
0.000000,6.000000,exact,7.4313710283,-0.0148141347
0.000000,6.000000,exact,7.4761383228,-0.0145760805
0.000000,6.000000,exact,7.5209056174,-0.0143272656
0.000000,6.000000,exact,7.5656729119,-0.0140675897
0.000000,6.000000,exact,7.6104402064,-0.0137969561
0.000000,6.000000,exact,7.6552075010,-0.0135152716
0.000000,6.000000,exact,7.6999747955,-0.0132224469
0.000000,6.000000,exact,7.7447420901,-0.0129183963
0.000000,6.000000,exact,7.7895093846,-0.0126030383
0.000000,6.000000,exact,7.8342766792,-0.0122762956
0.000000,6.000000,exact,7.8790439737,-0.0119380954
0.000000,6.000000,exact,7.9238112683,-0.0115883692
0.000000,6.000000,exact,7.9685785628,-0.0112270536
0.000000,6.000000,exact,8.0133458574,-0.0108540897
0.000000,6.000000,exact,8.0581131519,-0.0104694240
0.000000,6.000000,exact,8.1028804464,-0.0100730084
0.000000,6.000000,exact,8.1476477410,-0.0096647999
0.000000,6.000000,exact,8.1924150355,-0.0092447616
0.000000,6.000000,exact,8.2371823301,-0.0088128622
0.000000,6.000000,exact,8.2819496246,-0.0083690766
0.000000,6.000000,exact,8.3267169192,-0.0079133863
0.000000,6.000000,exact,8.3714842137,-0.0074457787
0.000000,6.000000,exact,8.4162515083,-0.0069662486
0.000000,6.000000,exact,8.4610188028,-0.0064747974
0.000000,6.000000,exact,8.5057860974,-0.0059714337
0.000000,6.000000,exact,8.5505533919,-0.0054561736
0.000000,6.000000,exact,8.5953206864,-0.0049290409
0.000000,6.000000,exact,8.6400879810,-0.0043900673
0.000000,6.000000,exact,8.6848552755,-0.0038392924
0.000000,6.000000,exact,8.7296225701,-0.0032767646
0.000000,6.000000,exact,8.7743898646,-0.0027025407
0.000000,6.000000,exact,8.8191571592,-0.0021166863
0.000000,6.000000,exact,8.8639244537,-0.0015192764
0.000000,6.000000,exact,8.9086917483,-0.0009103952
0.000000,6.000000,exact,8.9534590428,-0.0002901369
0.000000,6.000000,exact,8.9982263374,0.0003413946
0.000000,6.000000,exact,9.0429936319,0.0009840851
0.000000,6.000000,exact,9.0877609264,0.0016378097
0.000000,6.000000,exact,9.1325282210,0.0023024328
0.000000,6.000000,exact,9.1772955155,0.0029778077
0.000000,6.000000,exact,9.2220628101,0.0036637761
0.000000,6.000000,exact,9.2668301046,0.0043601681
0.000000,6.000000,exact,9.3115973992,0.0050668018
0.000000,6.000000,exact,9.3563646937,0.0057834828
0.000000,6.000000,exact,9.4011319883,0.0065100041
0.000000,6.000000,exact,9.4458992828,0.0072461457
0.000000,6.000000,exact,9.4906665774,0.0079916742
0.000000,6.000000,exact,9.5354338719,0.0087463426
0.000000,6.000000,exact,9.5802011664,0.0095098897
0.000000,6.000000,exact,9.6249684610,0.0102820402
0.000000,6.000000,exact,9.6697357555,0.0110625038
0.000000,6.000000,exact,9.7145030501,0.0118509754
0.000000,6.000000,exact,9.7592703446,0.0126471342
0.000000,6.000000,exact,9.8040376392,0.0134506438
0.000000,6.000000,exact,9.8488049337,0.0142611514
0.000000,6.000000,exact,9.8935722283,0.0150782878
0.000000,6.000000,exact,9.9383395228,0.0159016667
0.000000,6.000000,exact,9.9831068174,0.0167308845
0.000000,6.000000,param,0.0000001213,0.0000000000
0.000000,6.000000,param,0.0406097677,0.0000026371
0.000000,6.000000,param,0.0812194141,0.0000105409
0.000000,6.000000,param,0.1218290605,0.0000236895
0.000000,6.000000,param,0.1624387068,0.0000420462
0.000000,6.000000,param,0.2030483532,0.0000655597
0.000000,6.000000,param,0.2436579996,0.0000941640
0.000000,6.000000,param,0.2842676460,0.0001277783
0.000000,6.000000,param,0.3248772924,0.0001663069
0.000000,6.000000,param,0.3654869387,0.0002096393
0.000000,6.000000,param,0.4060965851,0.0002576501
0.000000,6.000000,param,0.4467062315,0.0003101988
0.000000,6.000000,param,0.4873158779,0.0003671297
0.000000,6.000000,param,0.5279255242,0.0004282723
0.000000,6.000000,param,0.5685351706,0.0004934401
0.000000,6.000000,param,0.6091448170,0.0005624318
0.000000,6.000000,param,0.6497544634,0.0006350303
0.000000,6.000000,param,0.6903641098,0.0007110025
0.000000,6.000000,param,0.7309737561,0.0007901000
0.000000,6.000000,param,0.7715834025,0.0008720580
0.000000,6.000000,param,0.8121930489,0.0009565957
0.000000,6.000000,param,0.8528026953,0.0010434160
0.000000,6.000000,param,0.8934123417,0.0011322050
0.000000,6.000000,param,0.9340219880,0.0012226325
0.000000,6.000000,param,0.9746316344,0.0013143510
0.000000,6.000000,param,1.0152412808,0.0014069963
0.000000,6.000000,param,1.0558509272,0.0015001863
0.000000,6.000000,param,1.0964605736,0.0015935218
0.000000,6.000000,param,1.1370702199,0.0016865856
0.000000,6.000000,param,1.1776798663,0.0017789425
0.000000,6.000000,param,1.2182895127,0.0018701388
0.000000,6.000000,param,1.2588991591,0.0019597023
0.000000,6.000000,param,1.2995088055,0.0020471422
0.000000,6.000000,param,1.3401184518,0.0021319481
0.000000,6.000000,param,1.3807280982,0.0022135904
0.000000,6.000000,param,1.4213377446,0.0022915197
0.000000,6.000000,param,1.4619473910,0.0023651665
0.000000,6.000000,param,1.5025570373,0.0024339411
0.000000,6.000000,param,1.5431666837,0.0024972327
0.000000,6.000000,param,1.5837763301,0.0025544097
0.000000,6.000000,param,1.6243859765,0.0026048190
0.000000,6.000000,param,1.6649956229,0.0026477857
0.000000,6.000000,param,1.7056052692,0.0026826128
0.000000,6.000000,param,1.7462149156,0.0027085806
0.000000,6.000000,param,1.7868245620,0.0027249466
0.000000,6.000000,param,1.8274342084,0.0027309450
0.000000,6.000000,param,1.8680438548,0.0027257861
0.000000,6.000000,param,1.9086535011,0.0027086562
0.000000,6.000000,param,1.9492631475,0.0026787168
0.000000,6.000000,param,1.9898727939,0.0026351045
0.000000,6.000000,param,2.0304824403,0.0025769305
0.000000,6.000000,param,2.0710920867,0.0025032799
0.000000,6.000000,param,2.1117017330,0.0024132114
0.000000,6.000000,param,2.1523113794,0.0023057569
0.000000,6.000000,param,2.1929210258,0.0021799208
0.000000,6.000000,param,2.2335306722,0.0020346798
0.000000,6.000000,param,2.2741403186,0.0018689821
0.000000,6.000000,param,2.3147499649,0.0016817469
0.000000,6.000000,param,2.3553596113,0.0014718643
0.000000,6.000000,param,2.3959692577,0.0012381941
0.000000,6.000000,param,2.4365789041,0.0009795658
0.000000,6.000000,param,2.4771885504,0.0006947778
0.000000,6.000000,param,2.5177981968,0.0003825967
0.000000,6.000000,param,2.5584078432,0.0000417572
0.000000,6.000000,param,2.5990174896,-0.0003290390
0.000000,6.000000,param,2.6396271360,-0.0007311234
0.000000,6.000000,param,2.6802367823,-0.0011658618
0.000000,6.000000,param,2.7208464287,-0.0016346542
0.000000,6.000000,param,2.7614560751,-0.0021389362
0.000000,6.000000,param,2.8020657215,-0.0026801789
0.000000,6.000000,param,2.8426753679,-0.0032598902
0.000000,6.000000,param,2.8832850142,-0.0038796150
0.000000,6.000000,param,2.9238946606,-0.0045409359
0.000000,6.000000,param,2.9645043070,-0.0052454743
0.000000,6.000000,param,3.0051139534,-0.0059948906
0.000000,6.000000,param,3.0457235998,-0.0067908850
0.000000,6.000000,param,3.0863332461,-0.0076351983
0.000000,6.000000,param,3.1269428925,-0.0085296126
0.000000,6.000000,param,3.1675525389,-0.0094759522
0.000000,6.000000,param,3.2081621853,-0.0104760838
0.000000,6.000000,param,3.2487718316,-0.0115319178
0.000000,6.000000,param,3.2893814780,-0.0126454088
0.000000,6.000000,param,3.3299911244,-0.0138185564
0.000000,6.000000,param,3.3706007708,-0.0150534059
0.000000,6.000000,param,3.4112104172,-0.0163520492
0.000000,6.000000,param,3.4518200635,-0.0177166255
0.000000,6.000000,param,3.4924297099,-0.0191493224
0.000000,6.000000,param,3.5330393563,-0.0206523761
0.000000,6.000000,param,3.5736490027,-0.0222280728
0.000000,6.000000,param,3.6142586491,-0.0238787493
0.000000,6.000000,param,3.6548682954,-0.0256067939
0.000000,6.000000,param,3.6954779418,-0.0274146471
0.000000,6.000000,param,3.7360875882,-0.0293048028
0.000000,6.000000,param,3.7766972346,-0.0312798087
0.000000,6.000000,param,3.8173068810,-0.0333422677
0.000000,6.000000,param,3.8579165273,-0.0354948384
0.000000,6.000000,param,3.8985261737,-0.0377402361
0.000000,6.000000,param,3.9391358201,-0.0400812340
0.000000,6.000000,param,3.9797454665,-0.0425206636
0.000000,6.000000,param,4.0203551129,-0.0450614162
0.000000,6.000000,param,4.0609647592,-0.0477064434
0.000000,6.000000,param,4.1015744056,-0.0504587584
0.000000,6.000000,param,4.1421840520,-0.0533214366
0.000000,6.000000,param,4.1827936984,-0.0562976169
0.000000,6.000000,param,4.2234033447,-0.0593905026
0.000000,6.000000,param,4.2640129911,-0.0626033624
0.000000,6.000000,param,4.3046226375,-0.0659395312
0.000000,6.000000,param,4.3452322839,-0.0694024116
0.000000,6.000000,param,4.3858419303,-0.0729954745
0.000000,6.000000,param,4.4264515766,-0.0767222601
0.000000,6.000000,param,4.4670612230,-0.0805863794
0.000000,6.000000,param,4.5076708694,-0.0845915149
0.000000,6.000000,param,4.5482805158,-0.0887414218
0.000000,6.000000,param,4.5888901622,-0.0930399291
0.000000,6.000000,param,4.6294998085,-0.0974909404
0.000000,6.000000,param,4.6701094549,-0.1020984356
0.000000,6.000000,param,4.7107191013,-0.1068664716
0.000000,6.000000,param,4.7513287477,-0.1117991832
0.000000,6.000000,param,4.7919383941,-0.1169007851
0.000000,6.000000,param,4.8325480404,-0.1221755720
0.000000,6.000000,param,4.8731576868,-0.1276279205
0.000000,6.000000,param,4.9137673332,-0.1332622900
0.000000,6.000000,param,4.9543769796,-0.1390832238
0.000000,6.000000,param,4.9949866260,-0.1450953506
0.000000,6.000000,param,5.0355962723,-0.1513033855
0.000000,6.000000,param,5.0762059187,-0.1577121309
0.000000,6.000000,param,5.1168155651,-0.1643264786
0.000000,6.000000,param,5.1574252115,-0.1711514099
0.000000,6.000000,param,5.1980348578,-0.1781919980
0.000000,6.000000,param,5.2386445042,-0.1854534082
0.000000,6.000000,param,5.2792541506,-0.1929409001
0.000000,6.000000,param,5.3198637970,-0.2006598282
0.000000,6.000000,param,5.3604734434,-0.2086156435
0.000000,6.000000,param,5.4010830897,-0.2168138948
0.000000,6.000000,param,5.4416927361,-0.2252602300
0.000000,6.000000,param,5.4823023825,-0.2339603973
0.000000,6.000000,param,5.5229120289,-0.2429202467
0.000000,6.000000,param,5.5635216753,-0.2521457313
0.000000,6.000000,param,5.6041313216,-0.2616429086
0.000000,6.000000,param,5.6447409680,-0.2714179420
0.000000,6.000000,param,5.6853506144,-0.2814771021
0.000000,6.000000,param,5.7259602608,-0.2918267680
0.000000,6.000000,param,5.7665699072,-0.3024734289
0.000000,6.000000,param,5.8071795535,-0.3134236855
0.000000,6.000000,param,5.8477891999,-0.3246842512
0.000000,6.000000,param,5.8883988463,-0.3362619538
0.000000,6.000000,param,5.9290084927,-0.3481637370
0.000000,6.000000,param,5.9696181390,-0.3603966614
0.000000,6.000000,param,6.0102277854,-0.3729679067
0.000000,6.000000,param,6.0508374318,-0.3858847724
0.000000,6.000000,param,6.0914470782,-0.3991546800
0.000000,6.000000,param,6.1320567246,-0.4127851740
0.000000,6.000000,param,6.1726663709,-0.4267839238
0.000000,6.000000,param,6.2132760173,-0.4411587250
0.000000,6.000000,param,6.2538856637,-0.4559175010
0.000000,6.000000,param,6.2944953101,-0.4710683046
0.000000,6.000000,param,6.3351049565,-0.4866193196
0.000000,6.000000,param,6.3757146028,-0.5025788622
0.000000,6.000000,param,6.4163242492,-0.5189553829
0.000000,6.000000,param,6.4569338956,-0.5357574678
0.000000,6.000000,param,6.4975435420,-0.5529938405
0.000000,6.000000,param,6.5381531884,-0.5706733634
0.000000,6.000000,param,6.5787628347,-0.5888050399
0.000000,6.000000,param,6.6193724811,-0.6073980153
0.000000,6.000000,param,6.6599821275,-0.6264615791
0.000000,6.000000,param,6.7005917739,-0.6460051663
0.000000,6.000000,param,6.7412014203,-0.6660383595
0.000000,6.000000,param,6.7818110666,-0.6865708901
0.000000,6.000000,param,6.8224207130,-0.7076126404
0.000000,6.000000,param,6.8630303594,-0.7291736451
0.000000,6.000000,param,6.9036400058,-0.7512640933
0.000000,6.000000,param,6.9442496521,-0.7738943300
0.000000,6.000000,param,6.9848592985,-0.7970748579
0.000000,6.000000,param,7.0254689449,-0.8208163395
0.000000,6.000000,param,7.0660785913,-0.8451295985
0.000000,6.000000,param,7.1066882377,-0.8700256216
0.000000,6.000000,param,7.1472978840,-0.8955155609
0.000000,6.000000,param,7.1879075304,-0.9216107348
0.000000,6.000000,param,7.2285171768,-0.9483226307
0.000000,6.000000,param,7.2691268232,-0.9756629065
0.000000,6.000000,param,7.3097364696,-1.0036433923
0.000000,6.000000,param,7.3503461159,-1.0322760926
0.000000,6.000000,param,7.3909557623,-1.0615731881
0.000000,6.000000,param,7.4315654087,-1.0915470374
0.000000,6.000000,param,7.4721750551,-1.1222101794
0.000000,6.000000,param,7.5127847015,-1.1535753346
0.000000,6.000000,param,7.5533943478,-1.1856554076
0.000000,6.000000,param,7.5940039942,-1.2184634888
0.000000,6.000000,param,7.6346136406,-1.2520128564
0.000000,6.000000,param,7.6752232870,-1.2863169784
0.000000,6.000000,param,7.7158329333,-1.3213895147
0.000000,6.000000,param,7.7564425797,-1.3572443189
0.000000,6.000000,param,7.7970522261,-1.3938954406
0.000000,6.000000,param,7.8376618725,-1.4313571272
0.000000,6.000000,param,7.8782715189,-1.4696438260
0.000000,6.000000,param,7.9188811652,-1.5087701865
0.000000,6.000000,param,7.9594908116,-1.5487510622
0.000000,6.000000,param,8.0001004580,-1.5896015128
0.000000,6.000000,param,8.0407101044,-1.6313368064
0.000000,6.000000,param,8.0813197508,-1.6739724214
0.000000,6.000000,param,8.1219293971,-1.7175240489
0.000000,6.000000,param,8.1625390435,-1.7620075947
0.000000,6.000000,param,8.2031486899,-1.8074391814
0.000000,6.000000,param,8.2437583363,-1.8538351508
0.000000,6.000000,param,8.2843679827,-1.9012120658
0.000000,6.000000,param,8.3249776290,-1.9495867130
0.000000,6.000000,param,8.3655872754,-1.9989761046
0.000000,6.000000,param,8.4061969218,-2.0493974805
0.000000,6.000000,param,8.4468065682,-2.1008683110
0.000000,6.000000,param,8.4874162146,-2.1534062990
0.000000,6.000000,param,8.5280258609,-2.2070293817
0.000000,6.000000,param,8.5686355073,-2.2617557336
0.000000,6.000000,param,8.6092451537,-2.3176037683
0.000000,6.000000,param,8.6498548001,-2.3745921414
0.000000,6.000000,param,8.6904644464,-2.4327397520
0.000000,6.000000,param,8.7310740928,-2.4920657458
0.000000,6.000000,param,8.7716837392,-2.5525895170
0.000000,6.000000,param,8.8122933856,-2.6143307111
0.000000,6.000000,param,8.8529030320,-2.6773092269
0.000000,6.000000,param,8.8935126783,-2.7415452190
0.000000,6.000000,param,8.9341223247,-2.8070591002
0.000000,6.000000,param,8.9747319711,-2.8738715443
0.000000,6.000000,param,9.0153416175,-2.9420034879
0.000000,6.000000,param,9.0559512639,-3.0114761336
0.000000,6.000000,param,9.0965609102,-3.0823109518
