order,eta,Re,rho,omega,T,avg_TKE,max_abs_lift
5.0000000000e+00,-5.8035135699e-04,5.0465990950e+01,1.1258490632e+00,1.6974714333e+01,3.7014969350e-01,3.2799029980e-03,6.4695546245e-03
5.0000000000e+00,-5.8993419250e-04,5.0490408480e+01,1.1358490586e+00,1.6976593483e+01,3.7010872140e-01,3.3300766950e-03,6.5233700097e-03
5.0000000000e+00,-5.9956458366e-04,5.0514971000e+01,1.1458490539e+00,1.6978482762e+01,3.7006753760e-01,3.3806579624e-03,6.5771763159e-03
5.0000000000e+00,-6.0924165508e-04,5.0539676660e+01,1.1558490492e+00,1.6980382032e+01,3.7002614520e-01,3.4316587548e-03,6.6309733500e-03
5.0000000000e+00,-6.1896452740e-04,5.0564523610e+01,1.1658490445e+00,1.6982291155e+01,3.6998454740e-01,3.4830917355e-03,6.6847609168e-03
5.0000000000e+00,-6.2873231733e-04,5.0589509950e+01,1.1758490397e+00,1.6984209993e+01,3.6994274740e-01,3.5349703035e-03,6.7385388192e-03
5.0000000000e+00,-6.3854413770e-04,5.0614633800e+01,1.1858490349e+00,1.6986138408e+01,3.6990074830e-01,3.5873086209e-03,6.7923068583e-03
5.0000000000e+00,-6.4839909748e-04,5.0639893240e+01,1.1958490301e+00,1.6988076261e+01,3.6985855320e-01,3.6401216433e-03,6.8460648334e-03
5.0000000000e+00,-6.5829630185e-04,5.0665286340e+01,1.2058490252e+00,1.6990023415e+01,3.6981616530e-01,3.6934251496e-03,6.8998125417e-03
5.0000000000e+00,-6.6823485224e-04,5.0690811170e+01,1.2158490202e+00,1.6991979733e+01,3.6977358770e-01,3.7472357756e-03,6.9535497789e-03
5.0000000000e+00,-6.7821384636e-04,5.0716465750e+01,1.2258490153e+00,1.6993945075e+01,3.6973082350e-01,3.8015710471e-03,7.0072763384e-03
5.0000000000e+00,-6.8823237825e-04,5.0742248120e+01,1.2358490102e+00,1.6995919305e+01,3.6968787590e-01,3.8564494162e-03,7.0609920119e-03
5.0000000000e+00,-6.9828953829e-04,5.0768156270e+01,1.2458490052e+00,1.6997902285e+01,3.6964474800e-01,3.9118902986e-03,7.1146965892e-03
5.0000000000e+00,-7.0838441330e-04,5.0794188200e+01,1.2558490001e+00,1.6999893877e+01,3.6960144300e-01,3.9679141131e-03,7.1683898581e-03
5.0000000000e+00,-7.1851608650e-04,5.0820341880e+01,1.2658489950e+00,1.7001893944e+01,3.6955796380e-01,4.0245423225e-03,7.2220716047e-03
5.0000000000e+00,-7.2868363759e-04,5.0846615260e+01,1.2758489898e+00,1.7003902348e+01,3.6951431370e-01,4.0817974770e-03,7.2757416130e-03
5.0000000000e+00,-7.3888614280e-04,5.0873006290e+01,1.2858489846e+00,1.7005918954e+01,3.6947049580e-01,4.1397032597e-03,7.3293996650e-03
5.0000000000e+00,-7.4912267488e-04,5.0899512880e+01,1.2958489793e+00,1.7007943623e+01,3.6942651310e-01,4.1982845338e-03,7.3830455411e-03
5.0000000000e+00,-7.5939230314e-04,5.0926132940e+01,1.3058489741e+00,1.7009976220e+01,3.6938236870e-01,4.2575673921e-03,7.4366816400e-03
5.0000000000e+00,-7.6969409351e-04,5.0952864360e+01,1.3158489688e+00,1.7012016607e+01,3.6933806570e-01,4.3175792097e-03,7.4903801351e-03
5.0000000000e+00,-7.8002710853e-04,5.0979705010e+01,1.3258489634e+00,1.7014064649e+01,3.6929360720e-01,4.3783486977e-03,7.5440675090e-03
5.0000000000e+00,-7.9039040743e-04,5.1006652740e+01,1.3358489581e+00,1.7016120210e+01,3.6924899620e-01,4.4399059607e-03,7.5977435471e-03
5.0000000000e+00,-8.0078304608e-04,5.1033705380e+01,1.3458489527e+00,1.7018183154e+01,3.6920423590e-01,4.5022825561e-03,7.6514080331e-03
5.0000000000e+00,-8.1120407710e-04,5.1060860770e+01,1.3558489472e+00,1.7020253346e+01,3.6915932920e-01,4.5655115566e-03,7.7050607486e-03
5.0000000000e+00,-8.2165254982e-04,5.1088116690e+01,1.3658489418e+00,1.7022330650e+01,3.6911427910e-01,4.6296276152e-03,7.7587014737e-03
5.0000000000e+00,-8.3212751033e-04,5.1115470930e+01,1.3758489363e+00,1.7024414931e+01,3.6906908890e-01,4.6946670333e-03,7.8123299861e-03
5.0000000000e+00,-8.4262800150e-04,5.1142921250e+01,1.3858489308e+00,1.7026506056e+01,3.6902376130e-01,4.7606678317e-03,7.8659460621e-03
5.0000000000e+00,-8.5315306301e-04,5.1170465410e+01,1.3958489252e+00,1.7028603890e+01,3.6897829960e-01,4.8276698250e-03,7.9195494759e-03
5.0000000000e+00,-8.6370173135e-04,5.1198101140e+01,1.4058489197e+00,1.7030708298e+01,3.6893270660e-01,4.8957146989e-03,7.9731399998e-03
5.0000000000e+00,-8.7427303984e-04,5.1225826140e+01,1.4158489141e+00,1.7032819148e+01,3.6888698530e-01,4.9648460909e-03,8.0267174041e-03
5.0000000000e+00,-8.8486601867e-04,5.1253638110e+01,1.4258489085e+00,1.7034936306e+01,3.6884113880e-01,5.0351096750e-03,8.0802814575e-03
5.0000000000e+00,-8.9547969488e-04,5.1281534730e+01,1.4358489028e+00,1.7037059639e+01,3.6879517010e-01,5.1065532493e-03,8.1338319265e-03
5.0000000000e+00,-9.0611309240e-04,5.1309513650e+01,1.4458488972e+00,1.7039189015e+01,3.6874908200e-01,5.1792268276e-03,8.1873685758e-03
5.0000000000e+00,-9.1676523208e-04,5.1337572510e+01,1.4558488915e+00,1.7041324302e+01,3.6870287750e-01,5.2531827349e-03,8.2408911683e-03
5.0000000000e+00,-9.2743513166e-04,5.1365708940e+01,1.4658488858e+00,1.7043465368e+01,3.6865655970e-01,5.3284757070e-03,8.2943994648e-03
5.0000000000e+00,-9.3812180579e-04,5.1393920530e+01,1.4758488801e+00,1.7045612080e+01,3.6861013130e-01,5.4051629940e-03,8.3478932242e-03
5.0000000000e+00,-9.4882426607e-04,5.1422204870e+01,1.4858488744e+00,1.7047764310e+01,3.6856359540e-01,5.4833044677e-03,8.4013722037e-03
5.0000000000e+00,-9.5954152103e-04,5.1450559530e+01,1.4958488686e+00,1.7049921926e+01,3.6851695480e-01,5.5629627342e-03,8.4548361582e-03
5.0000000000e+00,-9.7027257615e-04,5.1478982040e+01,1.5058488629e+00,1.7052084797e+01,3.6847021240e-01,5.6442032503e-03,8.5082848411e-03
5.0000000000e+00,-9.8101643387e-04,5.1507469940e+01,1.5158488571e+00,1.7054252795e+01,3.6842337120e-01,5.7270944450e-03,8.5617180034e-03
5.0000000000e+00,-9.9177209357e-04,5.1536020730e+01,1.5258488513e+00,1.7056425790e+01,3.6837643390e-01,5.8117078453e-03,8.6151353944e-03
5.0000000000e+00,-1.0025385516e-03,5.1564631900e+01,1.5358488455e+00,1.7058603653e+01,3.6832940350e-01,5.8981182075e-03,8.6685367615e-03
5.0000000000e+00,-1.0133148013e-03,5.1593300930e+01,1.5458488397e+00,1.7060786256e+01,3.6828228270e-01,5.9864036530e-03,8.7219218501e-03
5.0000000000e+00,-1.0240998329e-03,5.1622025250e+01,1.5558488339e+00,1.7062973471e+01,3.6823507450e-01,6.0766458100e-03,8.7752904034e-03
5.0000000000e+00,-1.0348926337e-03,5.1650802300e+01,1.5658488281e+00,1.7065165170e+01,3.6818778160e-01,6.1689299603e-03,8.8286421630e-03
5.0000000000e+00,-1.0456921879e-03,5.1679629490e+01,1.5758488222e+00,1.7067361228e+01,3.6814040690e-01,6.2633451909e-03,8.8819768683e-03
5.0000000000e+00,-1.0564974767e-03,5.1708504200e+01,1.5858488164e+00,1.7069561516e+01,3.6809295310e-01,6.3599845531e-03,8.9352942568e-03
5.0000000000e+00,-1.0673074781e-03,5.1737423820e+01,1.5958488106e+00,1.7071765910e+01,3.6804542310e-01,6.4589452255e-03,8.9885940638e-03
5.0000000000e+00,-1.0781211674e-03,5.1766385690e+01,1.6058488047e+00,1.7073974284e+01,3.6799781950e-01,6.5603286845e-03,9.0418760229e-03
5.0000000000e+00,-1.0889375166e-03,5.1795387130e+01,1.6158487989e+00,1.7076186512e+01,3.6795014520e-01,6.6642408803e-03,9.0951398656e-03
5.0000000000e+00,-1.0997554947e-03,5.1824425460e+01,1.6258487930e+00,1.7078402471e+01,3.6790240290e-01,6.7707924192e-03,9.1483853211e-03
5.0000000000e+00,-1.1105740675e-03,5.1853497970e+01,1.6358487872e+00,1.7080622036e+01,3.6785459530e-01,6.8800987533e-03,9.2016121171e-03
5.0000000000e+00,-1.1213921980e-03,5.1882601930e+01,1.6458487813e+00,1.7082845084e+01,3.6780672520e-01,6.9922803760e-03,9.2548199788e-03
5.0000000000e+00,-1.1322088460e-03,5.1911734580e+01,1.6558487755e+00,1.7085071493e+01,3.6775879510e-01,7.1074630249e-03,9.3080086296e-03
5.0000000000e+00,-1.1430229682e-03,5.1940893150e+01,1.6658487696e+00,1.7087301139e+01,3.6771080790e-01,7.2257778917e-03,9.3611777908e-03
5.0000000000e+00,-1.1538335181e-03,5.1970074840e+01,1.6758487638e+00,1.7089533900e+01,3.6766276620e-01,7.3473618396e-03,9.4143271817e-03
5.0000000000e+00,-1.1646394464e-03,5.1999276850e+01,1.6858487579e+00,1.7091769657e+01,3.6761467260e-01,7.4723576278e-03,9.4674565192e-03
5.0000000000e+00,-1.1754397002e-03,5.2028496340e+01,1.6958487521e+00,1.7094008287e+01,3.6756652980e-01,7.6009141441e-03,9.5205655187e-03
5.0000000000e+00,-1.1862332239e-03,5.2057730440e+01,1.7058487463e+00,1.7096249670e+01,3.6751834050e-01,7.7331866453e-03,9.5736538930e-03
5.0000000000e+00,-1.1970189586e-03,5.2086976280e+01,1.7158487405e+00,1.7098493688e+01,3.6747010710e-01,7.8693370055e-03,9.6267213530e-03
5.0000000000e+00,-1.2077958421e-03,5.2116230960e+01,1.7258487347e+00,1.7100740220e+01,3.6742183240e-01,8.0095339725e-03,9.6797676075e-03
5.0000000000e+00,-1.2185628091e-03,5.2145491550e+01,1.7358487289e+00,1.7102989148e+01,3.6737351890e-01,8.1539534338e-03,9.7327923631e-03
5.0000000000e+00,-1.2293187912e-03,5.2174755120e+01,1.7458487231e+00,1.7105240355e+01,3.6732516920e-01,8.3027786898e-03,9.7857953244e-03
5.0000000000e+00,-1.2400627167e-03,5.2204018690e+01,1.7558487173e+00,1.7107493722e+01,3.6727678580e-01,8.4562007370e-03,9.8387761937e-03
5.0000000000e+00,-1.2507935106e-03,5.2233279280e+01,1.7658487115e+00,1.7109749132e+01,3.6722837130e-01,8.6144185601e-03,9.8917346713e-03
5.0000000000e+00,-1.2615100947e-03,5.2262533880e+01,1.7758487058e+00,1.7112006471e+01,3.6717992820e-01,8.7776394330e-03,9.9446854027e-03
5.0000000000e+00,-1.2722113874e-03,5.2291779450e+01,1.7858487001e+00,1.7114265621e+01,3.6713145900e-01,8.9460792305e-03,9.9977412496e-03
5.0000000000e+00,-1.2828963040e-03,5.2321012950e+01,1.7958486944e+00,1.7116526468e+01,3.6708296620e-01,9.1199627481e-03,1.0050776283e-02
5.0000000000e+00,-1.2935637563e-03,5.2350231280e+01,1.8058486887e+00,1.7118788896e+01,3.6703445230e-01,9.2995240338e-03,1.0103790214e-02
5.0000000000e+00,-1.3042126528e-03,5.2379431360e+01,1.8158486830e+00,1.7121052793e+01,3.6698591980e-01,9.4850067287e-03,1.0156782754e-02
5.0000000000e+00,-1.3148418986e-03,5.2408610050e+01,1.8258486774e+00,1.7123318044e+01,3.6693737110e-01,9.6766644188e-03,1.0209753609e-02
5.0000000000e+00,-1.3254503955e-03,5.2437764220e+01,1.8358486717e+00,1.7125584537e+01,3.6688880860e-01,9.8747609974e-03,1.0262702485e-02
5.0000000000e+00,-1.3360370417e-03,5.2466890690e+01,1.8458486661e+00,1.7127852160e+01,3.6684023480e-01,1.0079571039e-02,1.0315629087e-02
5.0000000000e+00,-1.3466007321e-03,5.2495986280e+01,1.8558486605e+00,1.7130120800e+01,3.6679165200e-01,1.0291380182e-02,1.0368533115e-02
5.0000000000e+00,-1.3571403580e-03,5.2525047760e+01,1.8658486550e+00,1.7132390347e+01,3.6674306270e-01,1.0510485529e-02,1.0421414270e-02
5.0000000000e+00,-1.3676548071e-03,5.2554071900e+01,1.8758486495e+00,1.7134660691e+01,3.6669446920e-01,1.0737196049e-02,1.0474272249e-02
5.0000000000e+00,-1.3781429639e-03,5.2583055430e+01,1.8858486440e+00,1.7136931721e+01,3.6664587390e-01,1.0971833004e-02,1.0527106747e-02
5.0000000000e+00,-1.3886037090e-03,5.2611995080e+01,1.8958486385e+00,1.7139203329e+01,3.6659727920e-01,1.1214730376e-02,1.0579917457e-02
5.0000000000e+00,-1.3990359196e-03,5.2640887530e+01,1.9058486331e+00,1.7141475405e+01,3.6654868730e-01,1.1466235312e-02,1.0632704071e-02
5.0000000000e+00,-1.4094384691e-03,5.2669729440e+01,1.9158486276e+00,1.7143747842e+01,3.6650010050e-01,1.1726708585e-02,1.0685466278e-02
5.0000000000e+00,-1.4198102273e-03,5.2698517470e+01,1.9258486223e+00,1.7146020531e+01,3.6645152130e-01,1.1996525063e-02,1.0738203764e-02
5.0000000000e+00,-1.4301500604e-03,5.2727248220e+01,1.9358486169e+00,1.7148293367e+01,3.6640295170e-01,1.2276074192e-02,1.0790916215e-02
5.0000000000e+00,-1.4404568307e-03,5.2755918300e+01,1.9458486116e+00,1.7150566243e+01,3.6635439430e-01,1.2565760495e-02,1.0843603312e-02
5.0000000000e+00,-1.4507293970e-03,5.2784524270e+01,1.9558486063e+00,1.7152839054e+01,3.6630585100e-01,1.2866004081e-02,1.0896264737e-02
5.0000000000e+00,-1.4609666140e-03,5.2813062690e+01,1.9658486011e+00,1.7155111694e+01,3.6625732430e-01,1.3177241176e-02,1.0948900166e-02
5.0000000000e+00,-1.4711673329e-03,5.2841530070e+01,1.9758485959e+00,1.7157384060e+01,3.6620881630e-01,1.3499924656e-02,1.1001509276e-02
5.0000000000e+00,-1.4813304007e-03,5.2869922920e+01,1.9858485907e+00,1.7159656046e+01,3.6616032920e-01,1.3834524608e-02,1.1054091741e-02
5.0000000000e+00,-1.4914546607e-03,5.2898237690e+01,1.9958485856e+00,1.7161927551e+01,3.6611186530e-01,1.4181528899e-02,1.1106647232e-02
5.0000000000e+00,-1.5015389523e-03,5.2926470860e+01,2.0058485805e+00,1.7164198472e+01,3.6606342660e-01,1.4541443757e-02,1.1159175417e-02
5.0000000000e+00,-1.5115821109e-03,5.2954618830e+01,2.0158485755e+00,1.7166468707e+01,3.6601501530e-01,1.4914794378e-02,1.1211675963e-02
5.0000000000e+00,-1.5215829679e-03,5.2982678010e+01,2.0258485705e+00,1.7168738155e+01,3.6596663370e-01,1.5302125538e-02,1.1264148534e-02
5.0000000000e+00,-1.5315403506e-03,5.3010644770e+01,2.0358485655e+00,1.7171006714e+01,3.6591828380e-01,1.5704002232e-02,1.1316592793e-02
5.0000000000e+00,-1.5414530823e-03,5.3038515470e+01,2.0458485606e+00,1.7173274286e+01,3.6586996760e-01,1.6121010317e-02,1.1369008399e-02
5.0000000000e+00,-1.5513199823e-03,5.3066286420e+01,2.0558485557e+00,1.7175540770e+01,3.6582168740e-01,1.6553757184e-02,1.1421395008e-02
5.0000000000e+00,-1.5611398656e-03,5.3093953930e+01,2.0658485509e+00,1.7177806069e+01,3.6577344520e-01,1.7002872440e-02,1.1473752276e-02
5.0000000000e+00,-1.5709115430e-03,5.3121514270e+01,2.0758485461e+00,1.7180070084e+01,3.6572524310e-01,1.7469008610e-02,1.1526079854e-02
5.0000000000e+00,-1.5806338213e-03,5.3148963700e+01,2.0858485414e+00,1.7182332718e+01,3.6567708300e-01,1.7952841856e-02,1.1578377392e-02
5.0000000000e+00,-1.5903055029e-03,5.3176298440e+01,2.0958485367e+00,1.7184593873e+01,3.6562896710e-01,1.8455072716e-02,1.1630644537e-02
5.0000000000e+00,-1.5999253859e-03,5.3203514680e+01,2.1058485321e+00,1.7186853455e+01,3.6558089730e-01,1.8976426858e-02,1.1682880934e-02
5.0000000000e+00,-1.6094922643e-03,5.3230608610e+01,2.1158485275e+00,1.7189111367e+01,3.6553287560e-01,1.9517655856e-02,1.1735086224e-02
5.0000000000e+00,-1.6190049274e-03,5.3257576380e+01,2.1258485230e+00,1.7191367515e+01,3.6548490410e-01,2.0079537985e-02,1.1787260047e-02
5.0000000000e+00,-1.6284621604e-03,5.3284414100e+01,2.1358485185e+00,1.7193621805e+01,3.6543698460e-01,2.0662879035e-02,1.1839429650e-02
5.0000000000e+00,-1.6378627439e-03,5.3311117890e+01,2.1458485141e+00,1.7195874143e+01,3.6538911920e-01,2.1268513142e-02,1.1891755639e-02
5.0000000000e+00,-1.6472054543e-03,5.3337683800e+01,2.1558485098e+00,1.7198124436e+01,3.6534130980e-01,2.1897303647e-02,1.1944052472e-02
5.0000000000e+00,-1.6564890633e-03,5.3364107910e+01,2.1658485054e+00,1.7200372594e+01,3.6529355820e-01,2.2550143966e-02,1.1996319808e-02
5.0000000000e+00,-1.6657123380e-03,5.3390386220e+01,2.1758485012e+00,1.7202618523e+01,3.6524586640e-01,2.3227958486e-02,1.2048557304e-02
5.0000000000e+00,-1.6748740411e-03,5.3416514740e+01,2.1858484970e+00,1.7204862134e+01,3.6519823630e-01,2.3931703487e-02,1.2100764615e-02
5.0000000000e+00,-1.6839729307e-03,5.3442489440e+01,2.1958484929e+00,1.7207103337e+01,3.6515066970e-01,2.4662368074e-02,1.2152941391e-02
5.0000000000e+00,-1.6930077603e-03,5.3468306280e+01,2.2058484888e+00,1.7209342043e+01,3.6510316850e-01,2.5420975142e-02,1.2205087284e-02
5.0000000000e+00,-1.7019772786e-03,5.3493961180e+01,2.2158484847e+00,1.7211578162e+01,3.6505573450e-01,2.6208582360e-02,1.2257201939e-02
5.0000000000e+00,-1.7108802298e-03,5.3519450040e+01,2.2258484808e+00,1.7213811607e+01,3.6500836950e-01,2.7026283172e-02,1.2309285002e-02
5.0000000000e+00,-1.7197153532e-03,5.3544768740e+01,2.2358484769e+00,1.7216042292e+01,3.6496107530e-01,2.7875207833e-02,1.2361336112e-02
5.0000000000e+00,-1.7284813834e-03,5.3569913120e+01,2.2458484730e+00,1.7218270129e+01,3.6491385370e-01,2.8756524458e-02,1.2413354911e-02
5.0000000000e+00,-1.7371770503e-03,5.3594879010e+01,2.2558484693e+00,1.7220495034e+01,3.6486670650e-01,2.9671440100e-02,1.2465341033e-02
5.0000000000e+00,-1.7458010790e-03,5.3619662220e+01,2.2658484655e+00,1.7222716921e+01,3.6481963540e-01,3.0621201853e-02,1.2517294113e-02
5.0000000000e+00,-1.7543521896e-03,5.3644258530e+01,2.2758484619e+00,1.7224935706e+01,3.6477264210e-01,3.1607097976e-02,1.2569213781e-02
5.0000000000e+00,-1.7628290975e-03,5.3668663680e+01,2.2858484583e+00,1.7227151306e+01,3.6472572830e-01,3.2630459048e-02,1.2621099665e-02
5.0000000000e+00,-1.7712305132e-03,5.3692873400e+01,2.2958484548e+00,1.7229363639e+01,3.6467889580e-01,3.3692659142e-02,1.2672951391e-02
5.0000000000e+00,-1.7795551421e-03,5.3716883410e+01,2.3058484513e+00,1.7231572623e+01,3.6463214610e-01,3.4795117033e-02,1.2724768581e-02
5.0000000000e+00,-1.7878016850e-03,5.3740689390e+01,2.3158484479e+00,1.7233778177e+01,3.6458548110e-01,3.5939297422e-02,1.2776550854e-02
5.0000000000e+00,-1.7959688373e-03,5.3764286980e+01,2.3258484446e+00,1.7235980221e+01,3.6453890210e-01,3.7126712201e-02,1.2828297827e-02
5.0000000000e+00,-1.8040552897e-03,5.3787671840e+01,2.3358484413e+00,1.7238178676e+01,3.6449241100e-01,3.8358921731e-02,1.2880009113e-02
5.0000000000e+00,-1.8120597280e-03,5.3810839560e+01,2.3458484381e+00,1.7240373463e+01,3.6444600930e-01,3.9637536159e-02,1.2931684323e-02
5.0000000000e+00,-1.8199808326e-03,5.3833785750e+01,2.3558484350e+00,1.7242564506e+01,3.6439969850e-01,4.0964216756e-02,1.2983323063e-02
5.0000000000e+00,-1.8278172792e-03,5.3856505950e+01,2.3658484319e+00,1.7244751726e+01,3.6435348020e-01,4.2340677289e-02,1.3034924938e-02
5.0000000000e+00,-1.8355677383e-03,5.3878995730e+01,2.3758484289e+00,1.7246935049e+01,3.6430735600e-01,4.3768685420e-02,1.3086489550e-02
5.0000000000e+00,-1.8432308752e-03,5.3901250590e+01,2.3858484259e+00,1.7249114400e+01,3.6426132740e-01,4.5250064134e-02,1.3138016495e-02
5.0000000000e+00,-1.8508053504e-03,5.3923266040e+01,2.3958484231e+00,1.7251289704e+01,3.6421539580e-01,4.6786693197e-02,1.3189505368e-02
5.0000000000e+00,-1.8582898190e-03,5.3945037560e+01,2.4058484203e+00,1.7253460889e+01,3.6416956270e-01,4.8380510651e-02,1.3240955761e-02
5.0000000000e+00,-1.8656829312e-03,5.3966560590e+01,2.4158484175e+00,1.7255627883e+01,3.6412382960e-01,5.0033514328e-02,1.3292367260e-02
5.0000000000e+00,-1.8729833320e-03,5.3987830580e+01,2.4258484149e+00,1.7257790614e+01,3.6407819790e-01,5.1747763411e-02,1.3343775085e-02
5.0000000000e+00,-1.8801896613e-03,5.4008842940e+01,2.4358484123e+00,1.7259949013e+01,3.6403266910e-01,5.3525380014e-02,1.3395405733e-02
5.0000000000e+00,-1.8873005538e-03,5.4029593070e+01,2.4458484097e+00,1.7262103011e+01,3.6398724440e-01,5.5368550801e-02,1.3447000709e-02
5.0000000000e+00,-1.8943146392e-03,5.4050076330e+01,2.4558484073e+00,1.7264252539e+01,3.6394192520e-01,5.7279528640e-02,1.3498559628e-02
5.0000000000e+00,-1.9012305418e-03,5.4070288070e+01,2.4658484049e+00,1.7266397531e+01,3.6389671300e-01,5.9260634286e-02,1.3550082103e-02
5.0000000000e+00,-1.9080468811e-03,5.4090223640e+01,2.4758484026e+00,1.7268537921e+01,3.6385160900e-01,6.1314258105e-02,1.3601567745e-02
5.0000000000e+00,-1.9147622713e-03,5.4109878350e+01,2.4858484003e+00,1.7270673644e+01,3.6380661440e-01,6.3442861824e-02,1.3653016159e-02
5.0000000000e+00,-1.9213753215e-03,5.4129247490e+01,2.4958483981e+00,1.7272804636e+01,3.6376173060e-01,6.5648980326e-02,1.3704426950e-02
5.0000000000e+00,-1.9278846356e-03,5.4148326350e+01,2.5058483960e+00,1.7274930835e+01,3.6371695880e-01,6.7935223477e-02,1.3755799717e-02
5.0000000000e+00,-1.9342888126e-03,5.4167110170e+01,2.5158483940e+00,1.7277052179e+01,3.6367230020e-01,7.0304277987e-02,1.3807134055e-02
5.0000000000e+00,-1.9405864463e-03,5.4185594210e+01,2.5258483920e+00,1.7279168609e+01,3.6362775600e-01,7.2758909315e-02,1.3858429559e-02
5.0000000000e+00,-1.9467761253e-03,5.4203773690e+01,2.5358483901e+00,1.7281280065e+01,3.6358332740e-01,7.5301963607e-02,1.3909685818e-02
5.0000000000e+00,-1.9528564334e-03,5.4221643830e+01,2.5458483882e+00,1.7283386491e+01,3.6353901540e-01,7.7936369676e-02,1.3960902416e-02
5.0000000000e+00,-1.9588259493e-03,5.4239199800e+01,2.5558483864e+00,1.7285487829e+01,3.6349482120e-01,8.0665141016e-02,1.4012078937e-02
5.0000000000e+00,-1.9646832466e-03,5.4256436810e+01,2.5658483847e+00,1.7287584025e+01,3.6345074580e-01,8.3491377865e-02,1.4063214959e-02
5.0000000000e+00,-1.9704268939e-03,5.4273350010e+01,2.5758483831e+00,1.7289675026e+01,3.6340679030e-01,8.6418269303e-02,1.4114310056e-02
5.0000000000e+00,-1.9760554551e-03,5.4289934540e+01,2.5858483815e+00,1.7291760778e+01,3.6336295580e-01,8.9449095387e-02,1.4165363799e-02
5.0000000000e+00,-1.9815674889e-03,5.4306185560e+01,2.5958483800e+00,1.7293841231e+01,3.6331924310e-01,9.2587229342e-02,1.4216375755e-02
5.0000000000e+00,-1.9869615494e-03,5.4322098180e+01,2.6058483785e+00,1.7295916336e+01,3.6327565330e-01,9.5836139779e-02,1.4267345487e-02
5.0000000000e+00,-1.9922361857e-03,5.4337667510e+01,2.6158483771e+00,1.7297986046e+01,3.6323218730e-01,9.9199392968e-02,1.4318272554e-02
5.0000000000e+00,-1.9973899421e-03,5.4352888660e+01,2.6258483758e+00,1.7300050313e+01,3.6318884590e-01,1.0268065515e-01,1.4369156510e-02
5.0000000000e+00,-2.0024213584e-03,5.4367756720e+01,2.6358483745e+00,1.7302109093e+01,3.6314563000e-01,1.0628369490e-01,1.4419996908e-02
5.0000000000e+00,-2.0073289696e-03,5.4382266770e+01,2.6458483733e+00,1.7304162343e+01,3.6310254050e-01,1.1001238553e-01,1.4470793292e-02
5.0000000000e+00,-2.0121113059e-03,5.4396413880e+01,2.6558483722e+00,1.7306210022e+01,3.6305957800e-01,1.1387070754e-01,1.4521545207e-02
5.0000000000e+00,-2.0167668932e-03,5.4410193110e+01,2.6658483711e+00,1.7308252090e+01,3.6301674340e-01,1.1786275110e-01,1.4572268526e-02
5.0000000000e+00,-2.0212942528e-03,5.4423599520e+01,2.6758483701e+00,1.7310288509e+01,3.6297403730e-01,1.2199271865e-01,1.4623318085e-02
5.0000000000e+00,-2.0256919016e-03,5.4436628160e+01,2.6858483691e+00,1.7312319242e+01,3.6293146050e-01,1.2626492744e-01,1.4674327429e-02
5.0000000000e+00,-2.0299583522e-03,5.4449274070e+01,2.6958483682e+00,1.7314344257e+01,3.6288901350e-01,1.3068381221e-01,1.4725296135e-02
5.0000000000e+00,-2.0340921128e-03,5.4461532280e+01,2.7058483673e+00,1.7316363520e+01,3.6284669700e-01,1.3525392787e-01,1.4776223780e-02
5.0000000000e+00,-2.0380916877e-03,5.4473397840e+01,2.7158483665e+00,1.7318377001e+01,3.6280451150e-01,1.3997995229e-01,1.4827109935e-02
5.0000000000e+00,-2.0419555767e-03,5.4484865770e+01,2.7258483658e+00,1.7320384671e+01,3.6276245740e-01,1.4486668906e-01,1.4877954166e-02
5.0000000000e+00,-2.0456822760e-03,5.4495931100e+01,2.7358483651e+00,1.7322386505e+01,3.6272053540e-01,1.4991907037e-01,1.4928756038e-02
5.0000000000e+00,-2.0492702776e-03,5.4506588850e+01,2.7458483645e+00,1.7324382477e+01,3.6267874570e-01,1.5514215994e-01,1.4979515107e-02
5.0000000000e+00,-2.0527180698e-03,5.4516834060e+01,2.7558483639e+00,1.7326372567e+01,3.6263708880e-01,1.6054115597e-01,1.5030230930e-02
5.0000000000e+00,-2.0560241374e-03,5.4526661750e+01,2.7658483633e+00,1.7328356754e+01,3.6259556500e-01,1.6612139416e-01,1.5080903055e-02
5.0000000000e+00,-2.0591869612e-03,5.4536066940e+01,2.7758483628e+00,1.7330335020e+01,3.6255417450e-01,1.7188835083e-01,1.5131531028e-02
5.0000000000e+00,-2.0622050190e-03,5.4545044670e+01,2.7858483624e+00,1.7332307351e+01,3.6251291760e-01,1.7784764606e-01,1.5182114391e-02
5.0000000000e+00,-2.0650767850e-03,5.4553589980e+01,2.7958483620e+00,1.7334273734e+01,3.6247179450e-01,1.8400504688e-01,1.5232652679e-02
5.0000000000e+00,-2.0678007303e-03,5.4561697900e+01,2.8058483616e+00,1.7336234158e+01,3.6243080530e-01,1.9036647053e-01,1.5283145425e-02
5.0000000000e+00,-2.0703753227e-03,5.4569363490e+01,2.8158483613e+00,1.7338188617e+01,3.6238995010e-01,1.9693798787e-01,1.5333592156e-02
5.0000000000e+00,-2.0727990275e-03,5.4576581790e+01,2.8258483610e+00,1.7340137104e+01,3.6234922880e-01,2.0372582667e-01,1.5383992394e-02
5.0000000000e+00,-2.0750703069e-03,5.4583347860e+01,2.8358483607e+00,1.7342079617e+01,3.6230864150e-01,2.1073637518e-01,1.5434345658e-02
