order,eta,Re,rho,omega,T,avg_TKE,max_abs_lift
7.0000000000e+00,1.6733759598e-05,4.8989806010e+01,6.5849267527e-02,1.6858486915e+01,3.7270161550e-01,1.4368163155e-05,7.4359758521e-04
7.0000000000e+00,1.5991432700e-05,4.8991587660e+01,7.5849267499e-02,1.6858631051e+01,3.7269842900e-01,1.9055934095e-05,7.9762686982e-04
7.0000000000e+00,1.5144543041e-05,4.8993620430e+01,8.5849267464e-02,1.6858795490e+01,3.7269479370e-01,2.4400832051e-05,8.5165850700e-04
7.0000000000e+00,1.4193174516e-05,4.8995904170e+01,9.5849267418e-02,1.6858980214e+01,3.7269071010e-01,3.0401077103e-05,9.0569243250e-04
7.0000000000e+00,1.3137421246e-05,4.8998438750e+01,1.0584926736e-01,1.6859185206e+01,3.7268617850e-01,3.7054675718e-05,9.5972858156e-04
7.0000000000e+00,1.1977387515e-05,4.9001223970e+01,1.1584926730e-01,1.6859410444e+01,3.7268119950e-01,4.4359423000e-05,1.0137668889e-03
7.0000000000e+00,1.0713187715e-05,4.9004259650e+01,1.2584926722e-01,1.6859655906e+01,3.7267577360e-01,5.2312905175e-05,1.0678072888e-03
7.0000000000e+00,9.3449462780e-06,4.9007545590e+01,1.3584926712e-01,1.6859921569e+01,3.7266990130e-01,6.0912502293e-05,1.1218497149e-03
7.0000000000e+00,7.8727976044e-06,4.9011081560e+01,1.4584926701e-01,1.6860207404e+01,3.7266358330e-01,7.0155391152e-05,1.1758941003e-03
7.0000000000e+00,6.2968859863e-06,4.9014867330e+01,1.5584926689e-01,1.6860513385e+01,3.7265682030e-01,8.0038548434e-05,1.2299403775e-03
7.0000000000e+00,4.6173655246e-06,4.9018902640e+01,1.6584926675e-01,1.6860839480e+01,3.7264961300e-01,9.0558754039e-05,1.2839884784e-03
7.0000000000e+00,2.8344000389e-06,4.9023187220e+01,1.7584926659e-01,1.6861185658e+01,3.7264196210e-01,1.0171259462e-04,1.3380383344e-03
7.0000000000e+00,9.4816297461e-07,4.9027720780e+01,1.8584926641e-01,1.6861551884e+01,3.7263386850e-01,1.1349646731e-04,1.3920898760e-03
7.0000000000e+00,-1.0411626944e-06,4.9032503020e+01,1.9584926622e-01,1.6861938123e+01,3.7262533290e-01,1.2590658362e-04,1.4461430334e-03
7.0000000000e+00,-3.1333845775e-06,4.9037533630e+01,2.0584926600e-01,1.6862344337e+01,3.7261635640e-01,1.3893897353e-04,1.5001977358e-03
7.0000000000e+00,-5.3283009696e-06,4.9042812270e+01,2.1584926576e-01,1.6862770486e+01,3.7260693980e-01,1.5258948967e-04,1.5542539119e-03
7.0000000000e+00,-7.6257009708e-06,4.9048338590e+01,2.2584926549e-01,1.6863216529e+01,3.7259708410e-01,1.6685381180e-04,1.6083114896e-03
7.0000000000e+00,-1.0025364607e-05,4.9054112240e+01,2.3584926520e-01,1.6863682423e+01,3.7258679030e-01,1.8172745127e-04,1.6623703963e-03
7.0000000000e+00,-1.2527062955e-05,4.9060132830e+01,2.4584926489e-01,1.6864168122e+01,3.7257605960e-01,1.9720575571e-04,1.7164305584e-03
7.0000000000e+00,-1.5130558271e-05,4.9066399970e+01,2.5584926455e-01,1.6864673581e+01,3.7256489290e-01,2.1328391380e-04,1.7704919017e-03
7.0000000000e+00,-1.7835604131e-05,4.9072913270e+01,2.6584926419e-01,1.6865198751e+01,3.7255329150e-01,2.2995696022e-04,1.8245543513e-03
7.0000000000e+00,-2.0641945564e-05,4.9079672290e+01,2.7584926379e-01,1.6865743582e+01,3.7254125660e-01,2.4721978059e-04,1.8786178314e-03
7.0000000000e+00,-2.3549319205e-05,4.9086676610e+01,2.8584926337e-01,1.6866308023e+01,3.7252878930e-01,2.6506711659e-04,1.9326822655e-03
7.0000000000e+00,-2.6557453438e-05,4.9093925790e+01,2.9584926292e-01,1.6866892020e+01,3.7251589090e-01,2.8349357113e-04,1.9867475764e-03
7.0000000000e+00,-2.9666068554e-05,4.9101419360e+01,3.0584926244e-01,1.6867495519e+01,3.7250256270e-01,3.0249361357e-04,2.0408136860e-03
7.0000000000e+00,-3.2874876905e-05,4.9109156850e+01,3.1584926192e-01,1.6868118463e+01,3.7248880610e-01,3.2206158505e-04,2.0948805154e-03
7.0000000000e+00,-3.6183583073e-05,4.9117137780e+01,3.2584926137e-01,1.6868760796e+01,3.7247462240e-01,3.4219170376e-04,2.1489479850e-03
7.0000000000e+00,-3.9591884032e-05,4.9125361660e+01,3.3584926079e-01,1.6869422457e+01,3.7246001300e-01,3.6287807039e-04,2.2030160142e-03
7.0000000000e+00,-4.3099469320e-05,4.9133827980e+01,3.4584926018e-01,1.6870103386e+01,3.7244497930e-01,3.8411467345e-04,2.2570845218e-03
7.0000000000e+00,-4.6706021215e-05,4.9142536220e+01,3.5584925953e-01,1.6870803522e+01,3.7242952290e-01,4.0589539471e-04,2.3111534257e-03
7.0000000000e+00,-5.0411214913e-05,4.9151485850e+01,3.6584925884e-01,1.6871522800e+01,3.7241364530e-01,4.2821401458e-04,2.3652226428e-03
7.0000000000e+00,-5.4214718710e-05,4.9160676340e+01,3.7584925812e-01,1.6872261156e+01,3.7239734790e-01,4.5106421750e-04,2.4192920894e-03
7.0000000000e+00,-5.8116194189e-05,4.9170107120e+01,3.8584925736e-01,1.6873018525e+01,3.7238063230e-01,4.7443959727e-04,2.4733616808e-03
7.0000000000e+00,-6.2115296410e-05,4.9179777650e+01,3.9584925656e-01,1.6873794839e+01,3.7236350020e-01,4.9833366243e-04,2.5274313317e-03
7.0000000000e+00,-6.6211674101e-05,4.9189687350e+01,4.0584925572e-01,1.6874590029e+01,3.7234595310e-01,5.2273984144e-04,2.5815009557e-03
7.0000000000e+00,-7.0404969856e-05,4.9199835650e+01,4.1584925484e-01,1.6875404027e+01,3.7232799270e-01,5.4765148796e-04,2.6355704656e-03
7.0000000000e+00,-7.4694820334e-05,4.9210221960e+01,4.2584925392e-01,1.6876236762e+01,3.7230962070e-01,5.7306188597e-04,2.6896397735e-03
7.0000000000e+00,-7.9080856463e-05,4.9220845680e+01,4.3584925296e-01,1.6877088161e+01,3.7229083870e-01,5.9896425480e-04,2.7437087905e-03
7.0000000000e+00,-8.3562703643e-05,4.9231706210e+01,4.4584925195e-01,1.6877958153e+01,3.7227164860e-01,6.2535175410e-04,2.7977774271e-03
7.0000000000e+00,-8.8139981954e-05,4.9242802940e+01,4.5584925091e-01,1.6878846664e+01,3.7225205210e-01,6.5221748871e-04,2.8518455926e-03
7.0000000000e+00,-9.2812306370e-05,4.9254135250e+01,4.6584924981e-01,1.6879753618e+01,3.7223205090e-01,6.7955451338e-04,2.9059131958e-03
7.0000000000e+00,-9.7579286970e-05,4.9265702510e+01,4.7584924868e-01,1.6880678941e+01,3.7221164680e-01,7.0735583738e-04,2.9599801446e-03
7.0000000000e+00,-1.0244052916e-04,4.9277504110e+01,4.8584924750e-01,1.6881622556e+01,3.7219084160e-01,7.3561442901e-04,3.0140463459e-03
7.0000000000e+00,-1.0739563387e-04,4.9289539390e+01,4.9584924627e-01,1.6882584386e+01,3.7216963730e-01,7.6432321990e-04,3.0681117059e-03
7.0000000000e+00,-1.1244419781e-04,4.9301807720e+01,5.0584924499e-01,1.6883564352e+01,3.7214803560e-01,7.9347510919e-04,3.1221761302e-03
7.0000000000e+00,-1.1758581367e-04,4.9314308450e+01,5.1584924367e-01,1.6884562377e+01,3.7212603840e-01,8.2306296755e-04,3.1762395231e-03
7.0000000000e+00,-1.2282007034e-04,4.9327040930e+01,5.2584924230e-01,1.6885578380e+01,3.7210364760e-01,8.5307964103e-04,3.2303017887e-03
7.0000000000e+00,-1.2814655315e-04,4.9340004510e+01,5.3584924088e-01,1.6886612282e+01,3.7208086510e-01,8.8351795470e-04,3.2843628298e-03
7.0000000000e+00,-1.3356484408e-04,4.9353198520e+01,5.4584923942e-01,1.6887664002e+01,3.7205769290e-01,9.1437071612e-04,3.3384225488e-03
7.0000000000e+00,-1.3907452204e-04,4.9366622300e+01,5.5584923790e-01,1.6888733458e+01,3.7203413280e-01,9.4563071863e-04,3.3924898892e-03
7.0000000000e+00,-1.4467516302e-04,4.9380275190e+01,5.6584923633e-01,1.6889820570e+01,3.7201018690e-01,9.7729074437e-04,3.4465621087e-03
7.0000000000e+00,-1.5036634040e-04,4.9394156530e+01,5.7584923471e-01,1.6890925255e+01,3.7198585700e-01,1.0093435672e-03,3.5006335105e-03
7.0000000000e+00,-1.5614762514e-04,4.9408265630e+01,5.8584923304e-01,1.6892047431e+01,3.7196114520e-01,1.0417819552e-03,3.5547040066e-03
7.0000000000e+00,-1.6201858602e-04,4.9422601840e+01,5.9584923132e-01,1.6893187014e+01,3.7193605340e-01,1.0745986733e-03,3.6087735086e-03
7.0000000000e+00,-1.6797878992e-04,4.9437164490e+01,6.0584922954e-01,1.6894343921e+01,3.7191058360e-01,1.1077864852e-03,3.6628419270e-03
7.0000000000e+00,-1.7402780198e-04,4.9451952900e+01,6.1584922771e-01,1.6895518069e+01,3.7188473780e-01,1.1413381554e-03,3.7169091716e-03
7.0000000000e+00,-1.8016518590e-04,4.9466966400e+01,6.2584922583e-01,1.6896709374e+01,3.7185851800e-01,1.1752464511e-03,3.7709751515e-03
7.0000000000e+00,-1.8639050417e-04,4.9482204330e+01,6.3584922389e-01,1.6897917752e+01,3.7183192620e-01,1.2095041431e-03,3.8250397753e-03
7.0000000000e+00,-1.9270331829e-04,4.9497666010e+01,6.4584922190e-01,1.6899143119e+01,3.7180496450e-01,1.2441040078e-03,3.8791029505e-03
7.0000000000e+00,-1.9910318903e-04,4.9513350780e+01,6.5584921985e-01,1.6900385392e+01,3.7177763470e-01,1.2790388273e-03,3.9331645841e-03
7.0000000000e+00,-2.0558967667e-04,4.9529257980e+01,6.6584921775e-01,1.6901644485e+01,3.7174993910e-01,1.3143013905e-03,3.9872245825e-03
7.0000000000e+00,-2.1216234122e-04,4.9545386950e+01,6.7584921559e-01,1.6902920315e+01,3.7172187940e-01,1.3498844937e-03,4.0412828514e-03
7.0000000000e+00,-2.1882074270e-04,4.9561737020e+01,6.8584921337e-01,1.6904212797e+01,3.7169345790e-01,1.3857809402e-03,4.0953392958e-03
7.0000000000e+00,-2.2556444134e-04,4.9578307550e+01,6.9584921110e-01,1.6905521847e+01,3.7166467640e-01,1.4219835408e-03,4.1493938201e-03
7.0000000000e+00,-2.3239299787e-04,4.9595097890e+01,7.0584920877e-01,1.6906847382e+01,3.7163553710e-01,1.4584851129e-03,4.2034463282e-03
7.0000000000e+00,-2.3930597371e-04,4.9612107380e+01,7.1584920638e-01,1.6908189318e+01,3.7160604180e-01,1.4952784800e-03,4.2574967232e-03
7.0000000000e+00,-2.4630293127e-04,4.9629335400e+01,7.2584920393e-01,1.6909547571e+01,3.7157619270e-01,1.5323564710e-03,4.3115449080e-03
7.0000000000e+00,-2.5338343416e-04,4.9646781320e+01,7.3584920142e-01,1.6910922057e+01,3.7154599170e-01,1.5697119189e-03,4.3655907845e-03
7.0000000000e+00,-2.6054704741e-04,4.9664444490e+01,7.4584919886e-01,1.6912312695e+01,3.7151544090e-01,1.6073376590e-03,4.4196342545e-03
7.0000000000e+00,-2.6779333778e-04,4.9682324320e+01,7.5584919623e-01,1.6913719402e+01,3.7148454210e-01,1.6452265277e-03,4.4736752191e-03
7.0000000000e+00,-2.7512187394e-04,4.9700420170e+01,7.6584919355e-01,1.6915142094e+01,3.7145329740e-01,1.6833713604e-03,4.5277135790e-03
7.0000000000e+00,-2.8253222674e-04,4.9718731470e+01,7.7584919080e-01,1.6916580691e+01,3.7142170880e-01,1.7217649888e-03,4.5817492344e-03
7.0000000000e+00,-2.9002396945e-04,4.9737257600e+01,7.8584918799e-01,1.6918035111e+01,3.7138977820e-01,1.7604002391e-03,4.6357820850e-03
7.0000000000e+00,-2.9759667800e-04,4.9755997980e+01,7.9584918513e-01,1.6919505274e+01,3.7135750750e-01,1.7992699289e-03,4.6898120303e-03
7.0000000000e+00,-3.0524993122e-04,4.9774952050e+01,8.0584918220e-01,1.6920991098e+01,3.7132489880e-01,1.8383668643e-03,4.7438389693e-03
7.0000000000e+00,-3.1298331108e-04,4.9794119230e+01,8.1584917921e-01,1.6922492505e+01,3.7129195390e-01,1.8776838367e-03,4.7978628005e-03
7.0000000000e+00,-3.2079640293e-04,4.9813498970e+01,8.2584917616e-01,1.6924009416e+01,3.7125867470e-01,1.9172136192e-03,4.8518834224e-03
7.0000000000e+00,-3.2868879574e-04,4.9833090740e+01,8.3584917304e-01,1.6925541753e+01,3.7122506320e-01,1.9569489635e-03,4.9059007329e-03
7.0000000000e+00,-3.3666008234e-04,4.9852893990e+01,8.4584916986e-01,1.6927089437e+01,3.7119112120e-01,1.9968825956e-03,4.9599146298e-03
7.0000000000e+00,-3.4470985966e-04,4.9872908230e+01,8.5584916662e-01,1.6928652392e+01,3.7115685060e-01,2.0370072118e-03,5.0139250106e-03
7.0000000000e+00,-3.5283772895e-04,4.9893132930e+01,8.6584916332e-01,1.6930230543e+01,3.7112225330e-01,2.0773154749e-03,5.0679317724e-03
7.0000000000e+00,-3.6104329605e-04,4.9913567620e+01,8.7584915995e-01,1.6931823813e+01,3.7108733100e-01,2.1178000096e-03,5.1219348122e-03
7.0000000000e+00,-3.6932617158e-04,4.9934211810e+01,8.8584915652e-01,1.6933432130e+01,3.7105208550e-01,2.1584533980e-03,5.1759340271e-03
7.0000000000e+00,-3.7768597121e-04,4.9955065060e+01,8.9584915303e-01,1.6935055418e+01,3.7101651880e-01,2.1992681752e-03,5.2299293135e-03
7.0000000000e+00,-3.8612231588e-04,4.9976126900e+01,9.0584914947e-01,1.6936693607e+01,3.7098063250e-01,2.2402368245e-03,5.2839205682e-03
7.0000000000e+00,-3.9463483203e-04,4.9997396920e+01,9.1584914585e-01,1.6938346624e+01,3.7094442840e-01,2.2813517730e-03,5.3379076874e-03
7.0000000000e+00,-4.0322315183e-04,5.0018874710e+01,9.2584914216e-01,1.6940014399e+01,3.7090790830e-01,2.3226053863e-03,5.3918905677e-03
7.0000000000e+00,-4.1188691342e-04,5.0040559870e+01,9.3584913841e-01,1.6941696863e+01,3.7087107380e-01,2.3639899643e-03,5.4458691053e-03
7.0000000000e+00,-4.2062576113e-04,5.0062452020e+01,9.4584913459e-01,1.6943393948e+01,3.7083392660e-01,2.4054977363e-03,5.4998431965e-03
7.0000000000e+00,-4.2943934571e-04,5.0084550810e+01,9.5584913071e-01,1.6945105587e+01,3.7079646830e-01,2.4471208560e-03,5.5538127376e-03
7.0000000000e+00,-4.3832732455e-04,5.0106855900e+01,9.6584912676e-01,1.6946831713e+01,3.7075870070e-01,2.4888513978e-03,5.6077776249e-03
7.0000000000e+00,-4.4728936189e-04,5.0129366970e+01,9.7584912274e-01,1.6948572261e+01,3.7072062530e-01,2.5306813514e-03,5.6617377547e-03
7.0000000000e+00,-4.5632512911e-04,5.0152083720e+01,9.8584911866e-01,1.6950327169e+01,3.7068224370e-01,2.5726026187e-03,5.7156930236e-03
7.0000000000e+00,-4.6543430486e-04,5.0175005880e+01,9.9584911451e-01,1.6952096374e+01,3.7064355750e-01,2.6146070089e-03,5.7696433279e-03
7.0000000000e+00,-4.7461657535e-04,5.0198133180e+01,1.0058491103e+00,1.6953879814e+01,3.7060456820e-01,2.6566862357e-03,5.8235885643e-03
7.0000000000e+00,-4.8387163453e-04,5.0221465410e+01,1.0158491060e+00,1.6955677430e+01,3.7056527720e-01,2.6988319138e-03,5.8775286298e-03
7.0000000000e+00,-4.9319918433e-04,5.0245002340e+01,1.0258491017e+00,1.6957489164e+01,3.7052568610e-01,2.7410355561e-03,5.9314634211e-03
7.0000000000e+00,-5.0259893486e-04,5.0268743790e+01,1.0358490972e+00,1.6959314959e+01,3.7048579630e-01,2.7832885718e-03,5.9853928355e-03
7.0000000000e+00,-5.1207060464e-04,5.0292689590e+01,1.0458490928e+00,1.6961154759e+01,3.7044560920e-01,2.8255822644e-03,6.0393167703e-03
7.0000000000e+00,-5.2161392081e-04,5.0316839610e+01,1.0558490882e+00,1.6963008509e+01,3.7040512620e-01,2.8679078313e-03,6.0932351232e-03
7.0000000000e+00,-5.3122861932e-04,5.0341193740e+01,1.0658490836e+00,1.6964876158e+01,3.7036434860e-01,2.9102563634e-03,6.1471477921e-03
7.0000000000e+00,-5.4091444518e-04,5.0365751880e+01,1.0758490789e+00,1.6966757652e+01,3.7032327780e-01,2.9526188463e-03,6.2010546752e-03
7.0000000000e+00,-5.5067115262e-04,5.0390513980e+01,1.0858490741e+00,1.6968652944e+01,3.7028191500e-01,2.9949861617e-03,6.2549556709e-03
7.0000000000e+00,-5.6049850534e-04,5.0415479990e+01,1.0958490693e+00,1.6970561984e+01,3.7024026150e-01,3.0373490910e-03,6.3088506781e-03
7.0000000000e+00,-5.7039627669e-04,5.0440649920e+01,1.1058490644e+00,1.6972484726e+01,3.7019831860e-01,3.0796983194e-03,6.3627395959e-03
7.0000000000e+00,-5.8036424989e-04,5.0466023790e+01,1.1158490594e+00,1.6974421124e+01,3.7015608730e-01,3.1220244414e-03,6.4166223239e-03
7.0000000000e+00,-5.9040221820e-04,5.0491601640e+01,1.1258490544e+00,1.6976371135e+01,3.7011356890e-01,3.1643179688e-03,6.4704987621e-03
7.0000000000e+00,-6.0050998516e-04,5.0517383560e+01,1.1358490493e+00,1.6978334716e+01,3.7007076440e-01,3.2065693393e-03,6.5243688108e-03
7.0000000000e+00,-6.1068736477e-04,5.0543369650e+01,1.1458490441e+00,1.6980311828e+01,3.7002767500e-01,3.2487689280e-03,6.5782323707e-03
7.0000000000e+00,-6.2093418166e-04,5.0569560060e+01,1.1558490389e+00,1.6982302431e+01,3.6998430180e-01,3.2909070602e-03,6.6320893432e-03
7.0000000000e+00,-6.3125027132e-04,5.0595954970e+01,1.1658490335e+00,1.6984306488e+01,3.6994064560e-01,3.3329740277e-03,6.6859396300e-03
7.0000000000e+00,-6.4163548030e-04,5.0622554570e+01,1.1758490281e+00,1.6986323963e+01,3.6989670750e-01,3.3749601063e-03,6.7397831332e-03
7.0000000000e+00,-6.5208966635e-04,5.0649359100e+01,1.1858490227e+00,1.6988354824e+01,3.6985248850e-01,3.4168555774e-03,6.7936197555e-03
7.0000000000e+00,-6.6261269866e-04,5.0676368830e+01,1.1958490171e+00,1.6990399037e+01,3.6980798940e-01,3.4586507521e-03,6.8474494001e-03
7.0000000000e+00,-6.7320445799e-04,5.0703584080e+01,1.2058490115e+00,1.6992456573e+01,3.6976321110e-01,3.5003359985e-03,6.9012719708e-03
7.0000000000e+00,-6.8386483693e-04,5.0731005170e+01,1.2158490059e+00,1.6994527402e+01,3.6971815450e-01,3.5419017736e-03,6.9550873718e-03
7.0000000000e+00,-6.9459373999e-04,5.0758632490e+01,1.2258490001e+00,1.6996611497e+01,3.6967282030e-01,3.5833386581e-03,7.0088955079e-03
7.0000000000e+00,-7.0539108387e-04,5.0786466440e+01,1.2358489943e+00,1.6998708834e+01,3.6962720930e-01,3.6246373968e-03,7.0626962845e-03
7.0000000000e+00,-7.1625679756e-04,5.0814507470e+01,1.2458489884e+00,1.7000819388e+01,3.6958132220e-01,3.6657889427e-03,7.1164896075e-03
7.0000000000e+00,-7.2719082256e-04,5.0842756070e+01,1.2558489824e+00,1.7002943139e+01,3.6953515960e-01,3.7067845072e-03,7.1702753835e-03
7.0000000000e+00,-7.3819311304e-04,5.0871212750e+01,1.2658489763e+00,1.7005080065e+01,3.6948872240e-01,3.7476156152e-03,7.2240535194e-03
7.0000000000e+00,-7.4926363600e-04,5.0899878080e+01,1.2758489702e+00,1.7007230150e+01,3.6944201100e-01,3.7882741671e-03,7.2778239231e-03
7.0000000000e+00,-7.6040237144e-04,5.0928752660e+01,1.2858489640e+00,1.7009393375e+01,3.6939502590e-01,3.8287525071e-03,7.3315865027e-03
7.0000000000e+00,-7.7160931254e-04,5.0957837130e+01,1.2958489577e+00,1.7011569728e+01,3.6934776790e-01,3.8690434981e-03,7.3853411671e-03
7.0000000000e+00,-7.8288446580e-04,5.0987132160e+01,1.3058489514e+00,1.7013759194e+01,3.6930023730e-01,3.9091406057e-03,7.4390878257e-03
7.0000000000e+00,-7.9422785120e-04,5.1016638490e+01,1.3158489449e+00,1.7015961763e+01,3.6925243460e-01,3.9490379891e-03,7.4928441622e-03
7.0000000000e+00,-8.0563950237e-04,5.1046356860e+01,1.3258489384e+00,1.7018177425e+01,3.6920436020e-01,3.9887306024e-03,7.5466501239e-03
7.0000000000e+00,-8.1711946674e-04,5.1076288100e+01,1.3358489318e+00,1.7020406173e+01,3.6915601440e-01,4.0282143047e-03,7.6004493519e-03
7.0000000000e+00,-8.2866780565e-04,5.1106433040e+01,1.3458489252e+00,1.7022648001e+01,3.6910739780e-01,4.0674859813e-03,7.6542417622e-03
7.0000000000e+00,-8.4028459457e-04,5.1136792580e+01,1.3558489184e+00,1.7024902906e+01,3.6905851050e-01,4.1065436761e-03,7.7080272711e-03
7.0000000000e+00,-8.5196992316e-04,5.1167367650e+01,1.3658489116e+00,1.7027170884e+01,3.6900935280e-01,4.1453867362e-03,7.7618057952e-03
7.0000000000e+00,-8.6372389548e-04,5.1198159240e+01,1.3758489047e+00,1.7029451935e+01,3.6895992490e-01,4.1840159695e-03,7.8155772517e-03
7.0000000000e+00,-8.7554663006e-04,5.1229168370e+01,1.3858488977e+00,1.7031746062e+01,3.6891022710e-01,4.2224338170e-03,7.8693415575e-03
7.0000000000e+00,-8.8743826010e-04,5.1260396110e+01,1.3958488906e+00,1.7034053265e+01,3.6886025950e-01,4.2606445400e-03,7.9230986303e-03
7.0000000000e+00,-8.9939893354e-04,5.1291843600e+01,1.4058488835e+00,1.7036373552e+01,3.6881002220e-01,4.2986544231e-03,7.9768483876e-03
7.0000000000e+00,-9.1142881320e-04,5.1323511990e+01,1.4158488762e+00,1.7038706927e+01,3.6875951530e-01,4.3364719957e-03,8.0305907474e-03
7.0000000000e+00,-9.2352807692e-04,5.1355402490e+01,1.4258488689e+00,1.7041053399e+01,3.6870873880e-01,4.3741082720e-03,8.0843256275e-03
7.0000000000e+00,-9.3569691763e-04,5.1387516390e+01,1.4358488615e+00,1.7043412978e+01,3.6865769290e-01,4.4115770108e-03,8.1380529461e-03
7.0000000000e+00,-9.4793554353e-04,5.1419854980e+01,1.4458488540e+00,1.7045785676e+01,3.6860637740e-01,4.4488949972e-03,8.1917726213e-03
7.0000000000e+00,-9.6024417811e-04,5.1452419640e+01,1.4558488464e+00,1.7048171506e+01,3.6855479220e-01,4.4860823479e-03,8.2454845714e-03
7.0000000000e+00,-9.7262306033e-04,5.1485211780e+01,1.4658488388e+00,1.7050570481e+01,3.6850293740e-01,4.5231628408e-03,8.2991887144e-03
7.0000000000e+00,-9.8507244465e-04,5.1518232860e+01,1.4758488310e+00,1.7052982620e+01,3.6845081280e-01,4.5601642714e-03,8.3528849685e-03
7.0000000000e+00,-9.9759260116e-04,5.1551484410e+01,1.4858488232e+00,1.7055407940e+01,3.6839841820e-01,4.5971188377e-03,8.4065732516e-03
7.0000000000e+00,-1.0101838157e-03,5.1584968000e+01,1.4958488153e+00,1.7057846460e+01,3.6834575350e-01,4.6340635556e-03,8.4602534816e-03
7.0000000000e+00,-1.0228463897e-03,5.1618685250e+01,1.5058488073e+00,1.7060298202e+01,3.6829281840e-01,4.6710407067e-03,8.5139255759e-03
7.0000000000e+00,-1.0355806408e-03,5.1652637830e+01,1.5158487991e+00,1.7062763188e+01,3.6823961270e-01,4.7080983210e-03,8.5675894518e-03
7.0000000000e+00,-1.0483869022e-03,5.1686827490e+01,1.5258487909e+00,1.7065241442e+01,3.6818613600e-01,4.7452906970e-03,8.6212450261e-03
7.0000000000e+00,-1.0612655234e-03,5.1721256000e+01,1.5358487827e+00,1.7067732990e+01,3.6813238820e-01,4.7826789610e-03,8.6748922153e-03
7.0000000000e+00,-1.0742168696e-03,5.1755925220e+01,1.5458487743e+00,1.7070237858e+01,3.6807836890e-01,4.8203316694e-03,8.7285309351e-03
7.0000000000e+00,-1.0872413223e-03,5.1790837040e+01,1.5558487658e+00,1.7072756075e+01,3.6802407760e-01,4.8583254559e-03,8.7821611008e-03
7.0000000000e+00,-1.1003392791e-03,5.1825993420e+01,1.5658487572e+00,1.7075287670e+01,3.6796951410e-01,4.8967457269e-03,8.8357826269e-03
7.0000000000e+00,-1.1135111538e-03,5.1861396370e+01,1.5758487485e+00,1.7077832675e+01,3.6791467790e-01,4.9356874091e-03,8.8893954273e-03
7.0000000000e+00,-1.1267573762e-03,5.1897047960e+01,1.5858487398e+00,1.7080391121e+01,3.6785956850e-01,4.9752557508e-03,8.9429994146e-03
7.0000000000e+00,-1.1400783925e-03,5.1932950320e+01,1.5958487309e+00,1.7082963041e+01,3.6780418550e-01,5.0155671834e-03,8.9965945007e-03
7.0000000000e+00,-1.1534746650e-03,5.1969105640e+01,1.6058487219e+00,1.7085548469e+01,3.6774852840e-01,5.0567502436e-03,9.0501805963e-03
7.0000000000e+00,-1.1669466722e-03,5.2005516170e+01,1.6158487128e+00,1.7088147442e+01,3.6769259680e-01,5.0989465633e-03,9.1037576108e-03
7.0000000000e+00,-1.1804949087e-03,5.2042184210e+01,1.6258487037e+00,1.7090759995e+01,3.6763639000e-01,5.1423119299e-03,9.1573254524e-03
7.0000000000e+00,-1.1941198855e-03,5.2079112130e+01,1.6358486944e+00,1.7093386166e+01,3.6757990760e-01,5.1870174220e-03,9.2108840277e-03
7.0000000000e+00,-1.2078221296e-03,5.2116302360e+01,1.6458486850e+00,1.7096025992e+01,3.6752314890e-01,5.2332506252e-03,9.2644332416e-03
7.0000000000e+00,-1.2216021841e-03,5.2153757390e+01,1.6558486755e+00,1.7098679514e+01,3.6746611350e-01,5.2812169335e-03,9.3179729973e-03
7.0000000000e+00,-1.2354606081e-03,5.2191479760e+01,1.6658486659e+00,1.7101346771e+01,3.6740880070e-01,5.3311409420e-03,9.3715031962e-03
7.0000000000e+00,-1.2493979769e-03,5.2229472100e+01,1.6758486562e+00,1.7104027802e+01,3.6735120990e-01,5.3832679354e-03,9.4250237373e-03
7.0000000000e+00,-1.2634148815e-03,5.2267737080e+01,1.6858486464e+00,1.7106722650e+01,3.6729334050e-01,5.4378654799e-03,9.4785345178e-03
7.0000000000e+00,-1.2775119289e-03,5.2306277430e+01,1.6958486364e+00,1.7109431356e+01,3.6723519190e-01,5.4952251248e-03,9.5320354320e-03
7.0000000000e+00,-1.2916897416e-03,5.2345095960e+01,1.7058486264e+00,1.7112153962e+01,3.6717676340e-01,5.5556642190e-03,9.5855263719e-03
7.0000000000e+00,-1.3059489581e-03,5.2384195530e+01,1.7158486162e+00,1.7114890510e+01,3.6711805450e-01,5.6195278530e-03,9.6390072267e-03
7.0000000000e+00,-1.3202902320e-03,5.2423579060e+01,1.7258486059e+00,1.7117641043e+01,3.6705906450e-01,5.6871909300e-03,9.6924778825e-03
7.0000000000e+00,-1.3347142326e-03,5.2463249550e+01,1.7358485955e+00,1.7120405603e+01,3.6699979270e-01,5.7590603782e-03,9.7459382221e-03
7.0000000000e+00,-1.3492216442e-03,5.2503210060e+01,1.7458485850e+00,1.7123184234e+01,3.6694023850e-01,5.8355775104e-03,9.7993881250e-03
7.0000000000e+00,-1.3638131663e-03,5.2543463700e+01,1.7558485744e+00,1.7125976979e+01,3.6688040130e-01,5.9172205411e-03,9.8528274672e-03
7.0000000000e+00,-1.3784895133e-03,5.2584013650e+01,1.7658485636e+00,1.7128783880e+01,3.6682028050e-01,6.0045072705e-03,9.9062561204e-03
7.0000000000e+00,-1.3932514141e-03,5.2624863180e+01,1.7758485527e+00,1.7131604979e+01,3.6675987540e-01,6.0979979459e-03,9.9596739525e-03
