order,eta,Re,rho,omega,St,max_abs_lift
3,-3.481457039569466e-5,49.11383527301249,0.32064128256513025,16.868491443609262,0.26847037957537556,0.0017320449553046423
3,-3.7537123868875826e-5,49.120403409856976,0.3286573146292585,16.86902010927953,0.26847879355084214,0.0017753447540295592
3,-4.032668489083096e-5,49.12713502422667,0.3366733466933868,16.8695618171202,0.2684874150988976,0.0018186440893113954
3,-4.318323771040186e-5,49.1340302118042,0.34468937875751504,16.870116566307033,0.2684962442064237,0.0018619429316871841
3,-4.610676620327907e-5,49.1410890706341,0.3527054108216433,16.87068435599624,0.26850528085999104,0.0019052412515819974
3,-4.909725387245486e-5,49.14831170112676,0.36072144288577157,16.87126518532453,0.26851452504586004,0.0019485390193065889
3,-5.21546838486864e-5,49.15569820606261,0.3687374749498998,16.87185905340914,0.2685239767499811,0.0019918362050550266
3,-5.52790388909694e-5,49.16324869059641,0.37675350701402804,16.87246595934785,0.26853363595799484,0.0020351327789023452
3,-5.8470301387021366e-5,49.17096326226154,0.3847695390781563,16.873085902219014,0.26854350265523286,0.002078428710802185
3,-6.172845335377546e-5,49.17884203097447,0.3927855711422846,16.87371888108158,0.2685535768267179,0.0021217239705844425
3,-6.505347643788435e-5,49.186885109039345,0.40080160320641284,16.874364894975116,0.26856385845716413,0.0021650185279529373
3,-6.84453519162339e-5,49.19509261115257,0.4088176352705411,16.87502394291985,0.26857434753097803,0.0022083123524830623
3,-7.190406069646722e-5,49.20346465440763,0.4168336673346693,16.875696023916667,0.2685850440322582,0.002251605413619458
3,-7.542958331751836e-5,49.21200135829991,0.4248496993987976,16.876381136947195,0.2685959479447967,0.002294897680673677
3,-7.902189995015639e-5,49.22070284473164,0.43286573146292584,16.877079280973753,0.2686070592520784,0.002338189122821863
3,-8.268099039753883e-5,49.22956923801698,0.4408817635270541,16.87779045493945,0.26861837793728227,0.0023814797091024297
3,-8.640683409577563e-5,49.23860066488716,0.44889779559118237,16.878514657768182,0.2686299039832816,0.002424769408413755
3,-9.019941011450243e-5,49.24779725449577,0.45691382765531063,16.87925188836466,0.26864163737264446,0.0024680581895118545
3,-9.405869715746405e-5,49.25715913842409,0.4649298597194389,16.88000214561446,0.26865357808763407,0.0025113460210080952
3,-9.798467356310734e-5,49.2666864506866,0.4729458917835671,16.880765428384027,0.26866572611020945,0.0025546328713668904
3,-0.0001019773173051844,49.27637932773652,0.48096192384769537,16.881541735520738,0.2686780814220259,0.0025979187089034076
3,-0.00010603660599336469,49.28623790847149,0.48897795591182364,16.88233106585291,0.2686906440044357,0.002641203501781278
3,-0.0001101625168738576,49.29626233423941,0.4969939879759519,16.883133418189832,0.26870341383848795,0.0026844872180103218
3,-0.00011435502683004384,49.306452748844244,0.5050100200400801,16.883948791321824,0.26871639090493005,0.0027277698254442612
3,-0.00011861411238311738,49.31680929855206,0.5130260521042084,16.884777184020237,0.2687295751842074,0.0027710512917784656
3,-0.00012293974969273587,49.327332132097155,0.5210420841683366,16.885618595037506,0.26874296665646447,0.0028143315845476752
3,-0.0001273319145576814,49.3380214006882,0.5290581162324649,16.88647302310719,0.26875656530154507,0.0028576106711237477
3,-0.0001317905824165303,49.34887725801461,0.5370741482965932,16.887340466943993,0.26877037109899327,0.0029008885187134003
3,-0.00013631572834833227,49.35989986025292,0.5450901803607214,16.8882209252438,0.2687843840280533,0.0029441650943559778
3,-0.00014090732707329942,49.37108936607336,0.5531062124248497,16.889114396683723,0.26879860406767087,0.0029874403649211905
3,-0.0001455653529535039,49.38244593664646,0.561122244488978,16.890020879922144,0.2688130311964933,0.0030307142971069062
3,-0.00015028977999358544,49.39396973564979,0.5691382765531062,16.89094037359871,0.26882766539287,0.0030739868574368996
3,-0.0001550805818414677,49.40566092927484,0.5771543086172345,16.891872876334432,0.2688425066348537,0.0031172580122586463
3,-0.00015993773178908413,49.41751968623395,0.5851703406813628,16.89281838673168,0.2688575549002004,0.0031605277277411054
3,-0.00016486120277311252,49.42954617776746,0.593186372745491,16.893776903374228,0.26887281016637016,0.003203795969872503
3,-0.00016985096737571958,49.44174057765079,0.6012024048096193,16.89474842482731,0.26888827241052793,0.0032470627044581418
3,-0.0001749069978253129,49.45410306220182,0.6092184368737475,16.895732949637637,0.26890394160954395,0.0032903278971182087
3,-0.00018002926599730408,49.46663381028825,0.6172344689378757,16.896730476333456,0.2689198177399945,0.003333591513285574
3,-0.00018521774341487908,49.47933300333514,0.625250501002004,16.897741003424578,0.26893590077816254,0.003376853518203621
3,-0.00019047240124977802,49.49220082533256,0.6332665330661322,16.898764529402424,0.2689521907000383,0.0034201138769240657
3,-0.00019579321032308427,49.5052374628433,0.6412825651302605,16.899801052740063,0.2689686874813198,0.0034633725543048036
3,-0.00020118014110602164,49.518443105010746,0.6492985971943888,16.90085057189226,0.268985391097414,0.0035066295150077307
3,-0.00020663316372076086,49.53181794356687,0.657314629258517,16.90191308529551,0.26900230152343685,0.003549884723496606
3,-0.00021215224794123442,49.5453621728403,0.6653306613226453,16.90298859136809,0.2690194187342145,0.003593138144034898
3,-0.00021773736319396066,49.55907598976453,0.6733466933867736,16.90407708851009,0.2690367427042835,0.0036363897406836566
3,-0.00022338847855887534,49.57295959388624,0.6813627254509018,16.905178575103463,0.269054273407892,0.003679639477299373
3,-0.00022910556277017295,49.587013187373756,0.6893787575150301,16.906293049512083,0.2690720108190002,0.0037228873175318557
3,-0.0002348885842171559,49.60123697502554,0.6973947895791583,16.90742051008176,0.2690899549112807,0.003766133224822128
3,-0.00024073751094509234,49.61563116427897,0.7054108216432866,16.908560955140302,0.2691081056581199,0.00380937716240031
3,-0.00024665231065608206,49.63019596521903,0.7134268537074149,16.909714382997578,0.2691264630326184,0.0038526190932835196
3,-0.0002526329507099314,49.64493159058728,0.7214428857715431,16.910880791945516,0.26914502700759146,0.0038958589802737783
3,-0.00025867939812503543,49.65983825579086,0.7294589178356713,16.912060180258198,0.2691637975555703,0.003939096785955936
