t I S
1.806 -0.5735 0.334243
1.807 -0.55023 0.357718
1.808 -0.56516 0.343088
1.809 -0.572022 0.336441
1.81 -0.57721 0.331566
1.811 -0.591167 0.318039
1.812 -0.590775 0.319389
1.813 -0.569443 0.34108
1.814 -0.546088 0.36528
1.815 -0.464465 0.447721
1.816 -0.474501 0.438077
1.817 -0.502275 0.411224
1.818 -0.448974 0.465062
1.819 -0.449857 0.4644
1.82 -0.464998 0.449461
1.821 -0.44627 0.468518
1.822 -0.480362 0.435553
1.823 -0.446101 0.470108
1.824 -0.434646 0.482174
1.825 -0.483442 0.433645
1.826 -0.447576 0.470011
1.827 -0.470783 0.447502
1.828 -0.495278 0.423573
1.829 -0.483586 0.436064
1.83 -0.472281 0.447562
1.831 -0.493949 0.42615
1.832 -0.473994 0.446697
1.833 -0.455091 0.465812
1.834 -0.445207 0.47627
1.835 -0.435169 0.48691
1.836 -0.393039 0.529663
1.837 -0.346149 0.577166
1.838 -0.395742 0.528354
1.839 -0.41855 0.505712
1.84 -0.406728 0.517906
1.841 -0.47549 0.450169
1.842 -0.429436 0.49709
1.843 -0.435202 0.491478
1.844 -0.419252 0.507785
1.845 -0.421895 0.505723
1.846 -0.386531 0.541588
1.847 -0.37044 0.55789
1.848 -0.379336 0.549514
1.849 -0.344871 0.584558
1.85 -0.362658 0.567192
1.851 -0.37972 0.550641
1.852 -0.34675 0.583723
1.853 -0.411968 0.519051
1.854 -0.415471 0.516007
1.855 -0.401555 0.530466
1.856 -0.345787 0.586812
1.857 -0.383614 0.549352
1.858 -0.374117 0.559279
1.859 -0.364694 0.569237
1.86 -0.381645 0.552841
1.861 -0.382892 0.552196
1.862 -0.392948 0.542541
1.863 -0.447177 0.489236
1.864 -0.449001 0.487718
1.865 -0.426753 0.510077
1.866 -0.417239 0.520202
1.867 -0.456047 0.481966
1.868 -0.474586 0.463805
1.869 -0.464816 0.473669
1.87 -0.488628 0.450185
1.871 -0.490927 0.448803
1.872 -0.481205 0.459082
1.873 -0.518568 0.422374
1.874 -0.543482 0.398155
1.875 -0.520988 0.421072
1.876 -0.535444 0.407031
1.877 -0.549328 0.393462
1.878 -0.572593 0.370424
1.879 -0.540777 0.402683
1.88 -0.502955 0.441157
1.881 -0.483905 0.46072
1.882 -0.435758 0.509639
1.883 -0.423889 0.522297
1.884 -0.472329 0.474326
1.885 -0.467867 0.479121
1.886 -0.435927 0.512428
1.887 -0.427802 0.520872
1.888 -0.425194 0.523886
1.889 -0.487686 0.462182
1.89 -0.47215 0.478113
1.891 -0.502595 0.448036
1.892 -0.553094 0.398176
1.893 -0.619149 0.332636
1.894 -0.600447 0.35159
1.895 -0.617065 0.335106
1.896 -0.633379 0.319003
1.897 -0.657087 0.295701
1.898 -0.619369 0.333935
1.899 -0.636762 0.316898
1.9 -0.616928 0.337038
1.901 -0.573942 0.380488
1.902 -0.613959 0.340949
1.903 -0.616811 0.338199
1.904 -0.574473 0.381538
1.905 -0.552181 0.404268
1.906 -0.520016 0.437014
1.907 -0.513386 0.443902
1.908 -0.52399 0.43372
1.909 -0.55906 0.399223
1.91 -0.567361 0.3916
1.911 -0.556598 0.402968
1.912 -0.566771 0.392922
1.913 -0.596147 0.363917
1.914 -0.637465 0.323595
1.915 -0.61909 0.342699
1.916 -0.64366 0.318873
1.917 -0.664566 0.298462
1.918 -0.646796 0.316677
1.919 -0.616602 0.34758
1.92 -0.557335 0.407507
1.921 -0.557329 0.407627
1.922 -0.549717 0.415918
1.923 -0.544561 0.421277
1.924 -0.516105 0.450512
1.925 -0.499994 0.467148
1.926 -0.510553 0.457053
1.927 -0.543121 0.424739
1.928 -0.535265 0.433371
1.929 -0.485556 0.48338
1.93 -0.528413 0.441017
1.931 -0.478652 0.491216
1.932 -0.496061 0.474109
1.933 -0.455099 0.515715
1.934 -0.459424 0.511825
1.935 -0.450521 0.521085
1.936 -0.479511 0.492499
1.937 -0.459712 0.512742
1.938 -0.427647 0.545455
1.939 -0.425585 0.548238
1.94 -0.405509 0.569131
1.941 -0.455743 0.519379
1.942 -0.4787 0.496657
1.943 -0.513809 0.462012
1.944 -0.489638 0.486888
1.945 -0.459688 0.517268
1.946 -0.447485 0.529861
1.947 -0.388917 0.588847
1.948 -0.411721 0.56633
1.949 -0.469427 0.509245
1.95 -0.413076 0.566462
1.951 -0.423474 0.556431
1.952 -0.471383 0.508933
1.953 -0.407289 0.573683
1.954 -0.43265 0.548858
1.955 -0.396009 0.585972
1.956 -0.469518 0.513206
1.957 -0.500929 0.482177
1.958 -0.470391 0.51292
1.959 -0.436183 0.548049
1.96 -0.424767 0.559781
1.961 -0.457351 0.527335
1.962 -0.452032 0.532913
1.963 -0.415451 0.570074
1.964 -0.36748 0.618438
1.965 -0.402674 0.583869
1.966 -0.428253 0.55869
1.967 -0.411479 0.575922
1.968 -0.462761 0.526005
1.969 -0.462299 0.526792
1.97 -0.477671 0.511525
1.971 -0.460988 0.528339
1.972 -0.450544 0.5394
1.973 -0.423311 0.566921
1.974 -0.424626 0.56628
1.975 -0.454037 0.537191
1.976 -0.443457 0.548178
1.977 -0.346671 0.645564
1.978 -0.363228 0.629308
1.979 -0.372026 0.621282
1.98 -0.351205 0.64228
1.981 -0.300386 0.693472
1.982 -0.218554 0.776103
1.983 -0.251281 0.743662
1.984 -0.210245 0.785378
1.985 -0.201616 0.794572
1.986 -0.282795 0.714335
1.987 -0.257996 0.739784
1.988 -0.229541 0.768596
1.989 -0.227669 0.770829
1.99 -0.242128 0.7569
1.991 -0.299502 0.699989
1.992 -0.334791 0.665339
1.993 -0.358346 0.642481
1.994 -0.364772 0.636683
1.995 -0.329185 0.672533
1.996 -0.378907 0.623543
1.997 -0.390166 0.612929
1.998 -0.415992 0.58745
1.999 -0.418127 0.585745
2 -0.354893 0.64958
2.001 -0.359919 0.645316
2.002 -0.382135 0.623644
2.003 -0.347433 0.658964
2.004 -0.333533 0.673299
2.005 -0.406141 0.601414
2.006 -0.437661 0.57077
2.007 -0.473536 0.535338
2.008 -0.459906 0.54923
2.009 -0.473428 0.536507
2.01 -0.470882 0.539676
2.011 -0.470993 0.540066
2.012 -0.517589 0.493846
2.013 -0.414082 0.598532
2.014 -0.3802 0.632793
2.015 -0.433539 0.580134
2.016 -0.443023 0.571213
2.017 -0.457274 0.557096
2.018 -0.435866 0.578772
2.019 -0.422181 0.592838
2.02 -0.44997 0.565754
2.021 -0.479771 0.536573
2.022 -0.448106 0.568602
2.023 -0.427635 0.589309
2.024 -0.458748 0.559059
2.025 -0.530234 0.488085
2.026 -0.485198 0.533564
2.027 -0.529404 0.490041
2.028 -0.551913 0.467813
2.029 -0.575421 0.444928
2.03 -0.534952 0.485855
2.031 -0.548039 0.473266
2.032 -0.569756 0.452096
2.033 -0.573256 0.449025
2.034 -0.562201 0.460659
2.035 -0.57706 0.446415
2.036 -0.553822 0.470283
2.037 -0.552104 0.472584
2.038 -0.525014 0.500139
2.039 -0.576774 0.449031
2.04 -0.540099 0.486411
2.041 -0.544077 0.48298
2.042 -0.57067 0.45678
2.043 -0.550534 0.477419
2.044 -0.606416 0.421967
2.045 -0.631869 0.397183
2.046 -0.645385 0.383999
2.047 -0.674386 0.355485
2.048 -0.693637 0.336759
2.049 -0.702185 0.328462
2.05 -0.703024 0.328195
2.051 -0.700559 0.331235
2.052 -0.705017 0.32717
2.053 -0.695451 0.337638
2.054 -0.713691 0.3198
2.055 -0.699662 0.333942
2.056 -0.698133 0.335511
2.057 -0.685935 0.348143
2.058 -0.682126 0.352591
2.059 -0.697087 0.338333
2.06 -0.705304 0.330604
2.061 -0.738253 0.298029
2.062 -0.761384 0.275196
2.063 -0.78622 0.250958
2.064 -0.74555 0.292236
2.065 -0.725462 0.312628
2.066 -0.69212 0.346716
2.067 -0.690395 0.348925
2.068 -0.647572 0.392206
2.069 -0.640686 0.399439
2.07 -0.655895 0.38464
2.071 -0.690375 0.350683
2.072 -0.738344 0.303473
2.073 -0.699785 0.342762
2.074 -0.692853 0.350164
2.075 -0.712121 0.331378
2.076 -0.735921 0.308251
2.077 -0.730158 0.314171
2.078 -0.737754 0.307768
2.079 -0.748448 0.297329
2.08 -0.775784 0.270432
2.081 -0.776957 0.270035
2.082 -0.782411 0.265795
2.083 -0.798776 0.249656
2.084 -0.809718 0.23902
2.085 -0.776856 0.272386
2.086 -0.786574 0.26298
2.087 -0.801871 0.247986
2.088 -0.795516 0.254731
2.089 -0.79164 0.259149
2.09 -0.823893 0.227705
2.091 -0.825896 0.225876
2.092 -0.846851 0.20506
2.093 -0.84121 0.210981
2.094 -0.83947 0.21355
2.095 -0.821417 0.23197
2.096 -0.798035 0.255778
2.097 -0.77713 0.276878
2.098 -0.80147 0.253165
2.099 -0.766628 0.28858
2.1 -0.776542 0.279253
2.101 -0.745221 0.311222
2.102 -0.710173 0.346629
2.103 -0.733216 0.324138
2.104 -0.717175 0.340584
2.105 -0.755757 0.30227
2.106 -0.757907 0.301012
2.107 -0.734963 0.324474
2.108 -0.679016 0.381221
2.109 -0.666145 0.394737
2.11 -0.652927 0.408792
2.111 -0.644687 0.417506
2.112 -0.648056 0.414856
2.113 -0.657013 0.406292
2.114 -0.672971 0.390514
2.115 -0.699676 0.364383
2.116 -0.70848 0.355851
2.117 -0.719286 0.345751
2.118 -0.698248 0.367112
2.119 -0.647402 0.418465
2.12 -0.639235 0.427104
2.121 -0.676581 0.390456
2.122 -0.664588 0.403025
2.123 -0.694472 0.373445
2.124 -0.680539 0.387614
2.125 -0.714129 0.354228
2.126 -0.719281 0.349491
2.127 -0.709945 0.359334
2.128 -0.700688 0.36868
2.129 -0.708185 0.361481
2.13 -0.700611 0.369511
2.131 -0.710918 0.359726
2.132 -0.709045 0.362074
2.133 -0.757124 0.314449
2.134 -0.740787 0.331801
2.135 -0.727286 0.346011
2.136 -0.734138 0.339448
2.137 -0.723606 0.350488
2.138 -0.692284 0.382367
2.139 -0.654726 0.42049
2.14 -0.68033 0.396011
2.141 -0.669858 0.406712
2.142 -0.664446 0.412976
2.143 -0.678773 0.399306
2.144 -0.688579 0.39015
2.145 -0.647224 0.431961
2.146 -0.6699 0.409638
2.147 -0.716633 0.363314
2.148 -0.709598 0.37084
2.149 -0.736583 0.344293
2.15 -0.711011 0.370283
2.151 -0.681834 0.39972
2.152 -0.68345 0.398437
2.153 -0.66212 0.420158
2.154 -0.687063 0.395717
2.155 -0.684812 0.398351
2.156 -0.699328 0.384175
2.157 -0.731621 0.352573
2.158 -0.737286 0.347206
2.159 -0.710195 0.374807
2.16 -0.712829 0.372729
2.161 -0.685017 0.40084
2.162 -0.677486 0.408773
2.163 -0.641047 0.446188
2.164 -0.654961 0.432705
2.165 -0.587842 0.500548
2.166 -0.628911 0.459793
2.167 -0.6536 0.435471
2.168 -0.632381 0.457112
2.169 -0.68715 0.402958
2.17 -0.659871 0.431354
2.171 -0.639555 0.452212
2.172 -0.631355 0.460949
2.173 -0.620688 0.471951
2.174 -0.58865 0.504566
2.175 -0.569494 0.524223
2.176 -0.55402 0.540212
2.177 -0.593546 0.501016
2.178 -0.582144 0.512868
2.179 -0.598758 0.496607
2.18 -0.621989 0.473869
2.181 -0.641923 0.454386
2.182 -0.625544 0.471009
2.183 -0.627798 0.469121
2.184 -0.620285 0.477218
2.185 -0.63571 0.462099
2.186 -0.62456 0.473707
2.187 -0.619968 0.479191
2.188 -0.602391 0.497198
2.189 -0.531404 0.568522
2.19 -0.572303 0.528016
2.191 -0.515893 0.584821
2.192 -0.492088 0.608835
2.193 -0.462287 0.638989
2.194 -0.411047 0.690701
2.195 -0.429783 0.672334
2.196 -0.461143 0.641311
2.197 -0.474116 0.628507
2.198 -0.492418 0.61057
2.199 -0.400915 0.702662
2.2 -0.432303 0.671684
2.201 -0.440672 0.663683
2.202 -0.474142 0.630798
2.203 -0.509354 0.596236
2.204 -0.482668 0.623348
2.205 -0.482351 0.624072
2.206 -0.483651 0.623235
2.207 -0.47747 0.629935
2.208 -0.465788 0.642026
2.209 -0.497895 0.610356
2.21 -0.443169 0.665636
2.211 -0.491444 0.617834
2.212 -0.513568 0.596003
2.213 -0.468843 0.641069
2.214 -0.476901 0.633406
2.215 -0.513372 0.597477
2.216 -0.547225 0.564264
2.217 -0.517496 0.594643
2.218 -0.572999 0.539499
2.219 -0.604286 0.508624
2.22 -0.632628 0.480578
2.221 -0.642092 0.471298
2.222 -0.615387 0.498618
2.223 -0.602251 0.5127
2.224 -0.655162 0.46004
2.225 -0.67536 0.440417
2.226 -0.728011 0.388362
2.227 -0.783373 0.333492
2.228 -0.812883 0.304355
2.229 -0.803402 0.314346
2.23 -0.838883 0.27935
2.231 -0.866073 0.25269
2.232 -0.862081 0.256916
2.233 -0.853846 0.265871
2.234 -0.881527 0.238736
2.235 -0.86965 0.250884
2.236 -0.883261 0.238269
2.237 -0.926795 0.195094
2.238 -0.940728 0.181466
2.239 -0.966219 0.15666
2.24 -1.00004 0.123503
2.241 -0.993334 0.130732
2.242 -0.976988 0.147585
2.243 -0.973807 0.15115
2.244 -0.983463 0.142125
2.245 -0.982806 0.143256
2.246 -0.983735 0.142935
2.247 -0.981684 0.145468
2.248 -1.01685 0.110963
2.249 -1.02092 0.107397
2.25 -1.04148 0.0878581
2.251 -1.03074 0.0990188
2.252 -1.01636 0.113993
2.253 -1.00529 0.125592
2.254 -0.986568 0.145328
2.255 -0.992371 0.139743
2.256 -0.990163 0.142165
2.257 -0.975233 0.157814
2.258 -0.964033 0.169484
2.259 -0.933348 0.200613
2.26 -0.899068 0.235445
2.261 -0.909645 0.225267
2.262 -0.919534 0.215973
2.263 -0.942897 0.192951
2.264 -0.937832 0.198347
2.265 -0.97149 0.165533
2.266 -0.984092 0.153341
2.267 -0.9999 0.138327
2.268 -1.03472 0.10421
2.269 -1.05309 0.0861397
2.27 -1.03916 0.100541
2.271 -1.02771 0.112436
2.272 -1.02789 0.112661
2.273 -1.03884 0.102213
2.274 -1.03905 0.102395
2.275 -1.04346 0.0982255
2.276 -1.05285 0.0895699
2.277 -1.0714 0.0716884
2.278 -1.0518 0.0916682
2.279 -1.04579 0.0984501
2.28 -1.03001 0.114979
2.281 -1.02528 0.120287
2.282 -1.04323 0.103077
2.283 -1.03589 0.111055
2.284 -1.04186 0.10609
2.285 -1.03113 0.117345
2.286 -1.02162 0.127205
2.287 -1.01608 0.132935
2.288 -1.00278 0.146525
2.289 -0.990058 0.15978
2.29 -0.972935 0.177524
2.291 -0.955566 0.195732
2.292 -0.962246 0.189584
2.293 -0.977517 0.174532
2.294 -1.01023 0.142364
2.295 -0.993009 0.159977
2.296 -1.02421 0.129389
2.297 -1.02245 0.131327
2.298 -1.00559 0.148645
2.299 -1.01764 0.1368
2.3 -0.995838 0.159002
2.301 -0.988429 0.167079
2.302 -0.993902 0.162085
2.303 -1.01996 0.13661
2.304 -1.01251 0.144706
2.305 -1.0172 0.140338
2.306 -1.02572 0.132129
2.307 -1.03724 0.120994
2.308 -1.0613 0.0975071
2.309 -1.05522 0.103992
2.31 -1.06283 0.0969718
2.311 -1.0613 0.0990341
2.312 -1.05541 0.105218
2.313 -1.08307 0.078314
2.314 -1.08753 0.0746109
2.315 -1.08132 0.0814877
2.316 -1.08969 0.0735329
2.317 -1.07261 0.091047
2.318 -1.07159 0.0923745
2.319 -1.06492 0.0998891
2.32 -1.07128 0.0938738
2.321 -1.07892 0.087316
2.322 -1.06443 0.102346
2.323 -1.08262 0.0847185
2.324 -1.07316 0.095028
2.325 -1.084 0.0845233
2.326 -1.08206 0.086779
2.327 -1.06485 0.104701
2.328 -1.08124 0.0887697
2.329 -1.08086 0.0898328
2.33 -1.06937 0.101835
2.331 -1.06892 0.102992
2.332 -1.08628 0.086025
2.333 -1.07479 0.098226
2.334 -1.08076 0.0926817
2.335 -1.08787 0.0857334
2.336 -1.05776 0.117126
2.337 -1.074 0.101642
2.338 -1.05175 0.124166
2.339 -1.06362 0.112662
2.34 -1.06448 0.112265
2.341 -1.06637 0.110554
2.342 -1.07983 0.0974485
2.343 -1.05086 0.126954
2.344 -1.03468 0.14372
2.345 -1.00589 0.172952
2.346 -0.99329 0.185911
2.347 -0.970037 0.209695
2.348 -0.951932 0.228208
2.349 -0.908349 0.272197
2.35 -0.925297 0.255754
2.351 -0.91365 0.267701
2.352 -0.872292 0.30945
2.353 -0.885948 0.296203
2.354 -0.910768 0.271932
2.355 -0.944634 0.238416
2.356 -0.960677 0.222776
2.357 -0.986835 0.197016
2.358 -1.00995 0.17404
2.359 -0.998597 0.18574
2.36 -0.990778 0.193878
2.361 -0.9713 0.213831
2.362 -0.984127 0.201548
2.363 -1.00126 0.18484
2.364 -0.999456 0.186791
2.365 -0.982694 0.203752
2.366 -0.975891 0.210805
2.367 -0.997651 0.189467
2.368 -1.0217 0.165795
2.369 -0.998572 0.189658
2.37 -0.988717 0.1999
2.371 -0.985934 0.203136
2.372 -1.0041 0.185428
2.373 -0.990037 0.199656
2.374 -1.01346 0.176674
2.375 -1.00566 0.185062
2.376 -1.01254 0.178469
2.377 -1.05143 0.139991
2.378 -1.04615 0.145393
2.379 -1.05483 0.137052
2.38 -1.07193 0.12028
2.381 -1.08792 0.104732
2.382 -1.10157 0.0919985
2.383 -1.0794 0.114628
2.384 -1.06408 0.130149
2.385 -1.06675 0.128047
2.386 -1.0576 0.137708
2.387 -1.06491 0.130647
2.388 -1.04697 0.149245
2.389 -1.06703 0.129775
2.39 -1.07891 0.118157
2.391 -1.08106 0.116485
2.392 -1.11119 0.0869894
2.393 -1.11346 0.084968
2.394 -1.13373 0.0650677
2.395 -1.12765 0.0717749
2.396 -1.12879 0.0714291
2.397 -1.137 0.0633836
2.398 -1.11938 0.0813788
2.399 -1.1292 0.0718578
2.4 -1.10062 0.100802
2.401 -1.08455 0.1174
2.402 -1.08091 0.121191
2.403 -1.06212 0.140416
2.404 -1.09282 0.110271
2.405 -1.09714 0.106305
2.406 -1.0881 0.115527
2.407 -1.07232 0.132338
2.408 -1.0692 0.136014
2.409 -1.07937 0.126458
2.41 -1.10576 0.100805
2.411 -1.10757 0.0993165
2.412 -1.09164 0.115453
2.413 -1.10012 0.107479
2.414 -1.07432 0.133552
2.415 -1.05852 0.149587
2.416 -1.03644 0.171972
2.417 -1.03584 0.17275
2.418 -1.02024 0.189358
2.419 -1.0017 0.208203
2.42 -1.02025 0.190229
2.421 -1.04074 0.169968
2.422 -1.06136 0.149731
2.423 -1.0911 0.120523
2.424 -1.09873 0.113472
2.425 -1.10432 0.108428
2.426 -1.09117 0.121895
2.427 -1.09829 0.115166
2.428 -1.10436 0.109672
2.429 -1.1261 0.0887428
2.43 -1.12776 0.0872985
2.431 -1.12992 0.085452
2.432 -1.11165 0.104031
2.433 -1.12868 0.0875323
2.434 -1.11722 0.0996333
2.435 -1.13096 0.0861233
2.436 -1.12324 0.0945303
2.437 -1.13571 0.0826998
2.438 -1.14111 0.0778132
2.439 -1.13505 0.0844567
2.44 -1.13249 0.0872534
2.441 -1.10264 0.117639
2.442 -1.12741 0.0935601
2.443 -1.14161 0.0801799
2.444 -1.13455 0.0874136
2.445 -1.14225 0.0800642
2.446 -1.1523 0.0702819
2.447 -1.14046 0.0822989
2.448 -1.14482 0.0784214
2.449 -1.14015 0.0831734
2.45 -1.15298 0.0712855
2.451 -1.14384 0.0809724
2.452 -1.14846 0.0771539
2.453 -1.16006 0.0661284
2.454 -1.17245 0.0541906
2.455 -1.17432 0.05245
2.456 -1.16068 0.0663158
2.457 -1.15761 0.0697742
2.458 -1.13741 0.0902884
2.459 -1.13149 0.0965043
2.46 -1.13147 0.0970566
2.461 -1.1157 0.113232
2.462 -1.13346 0.0964764
2.463 -1.11692 0.113289
2.464 -1.13488 0.0958659
2.465 -1.16445 0.066712
2.466 -1.16391 0.0676503
2.467 -1.17852 0.0534514
2.468 -1.18219 0.0500844
2.469 -1.18567 0.0472772
2.47 -1.19341 0.0399951
2.471 -1.19172 0.0420732
2.472 -1.20381 0.0309778
2.473 -1.20442 0.030749
2.474 -1.20666 0.028773
2.475 -1.21676 0.018926
2.476 -1.21466 0.0213574
2.477 -1.21428 0.0219432
2.478 -1.21243 0.0239992
2.479 -1.21355 0.0229534
2.48 -1.20871 0.0279979
2.481 -1.21226 0.0248686
2.482 -1.21879 0.0187608
2.483 -1.22289 0.0152596
2.484 -1.22562 0.0129813
2.485 -1.21845 0.0207577
2.486 -1.2163 0.0231843
2.487 -1.22352 0.0162798
2.488 -1.23194 0.00826243
2.489 -1.22508 0.0160719
2.49 -1.2217 0.0197979
2.491 -1.23006 0.0122508
2.492 -1.23333 0.00935326
2.493 -1.23502 0.00801823
2.494 -1.22493 0.0185202
2.495 -1.21487 0.0288507
2.496 -1.22863 0.0158003
2.497 -1.2307 0.0142644
2.498 -1.23227 0.0130471
2.499 -1.21893 0.027142
2.5 -1.22158 0.0246848
2.501 -1.2252 0.0211733
2.502 -1.22986 0.0169948
2.503 -1.23182 0.0151349
2.504 -1.24152 0.00600167
2.505 -1.23886 0.00913011
2.506 -1.23896 0.00916637
2.507 -1.24157 0.00697637
2.508 -1.23906 0.00967897
2.509 -1.23706 0.0120997
2.51 -1.23677 0.0126947
2.511 -1.24126 0.00922004
2.512 -1.24098 0.00985042
2.513 -1.2392 0.0121017
2.514 -1.22899 0.0228769
2.515 -1.23091 0.0214327
2.516 -1.23937 0.0134737
2.517 -1.24569 0.00792158
2.518 -1.24905 0.00498174
2.519 -1.24836 0.0058286
2.52 -1.25292 0.0016104
2.521 -1.25445 0.000254758
2.522 -1.2551 1.6161e-05
2.523 -1.25597 2.819e-05
2.524 -1.25529 0.00107228
2.525 -1.25575 0.000830339
2.526 -1.25383 0.00344081
2.527 -1.25468 0.00319754
2.528 -1.25155 0.00672505
2.529 -1.25216 0.00656397
2.53 -1.24964 0.00946595
2.531 -1.25413 0.00548309
2.532 -1.25565 0.00425246
2.533 -1.25923 0.00127521
2.534 -1.2536 0.00739878
2.535 -1.25584 0.00560209
2.536 -1.26199 0.000186838
2.537 -1.2624 4.41402e-05
2.538 -1.26261 1.40018e-06
2.539 -1.26273 0.000148816
2.54 -1.26391 8.09537e-06
2.541 -1.26416 0.000191252
2.542 -1.26408 0.000837307
2.543 -1.26539 0.000203964
2.544 -1.26617 1.84682e-08
2.545 -1.26617 0.000548742
2.546 -1.26693 0.000174559
2.547 -1.2676 2.12497e-05
2.548 -1.26795 7.47835e-05
2.549 -1.26601 0.00269021
2.55 -1.26589 0.0031395
2.551 -1.26571 0.0040785
2.552 -1.26266 0.00759147
2.553 -1.26578 0.00493532
2.554 -1.26372 0.00723681
2.555 -1.26258 0.00896215
2.556 -1.2629 0.00878763
2.557 -1.2598 0.0126819
2.558 -1.25298 0.0202195
2.559 -1.24147 0.0321897
2.56 -1.23928 0.0350013
2.561 -1.224 0.0507389
2.562 -1.23112 0.0438614
2.563 -1.22785 0.0474976
2.564 -1.23419 0.0414761
2.565 -1.21993 0.0567054
2.566 -1.22196 0.0551575
2.567 -1.22732 0.0502063
2.568 -1.21081 0.0672828
2.569 -1.20516 0.0733237
2.57 -1.21008 0.0687429
2.571 -1.21067 0.0688035
2.572 -1.21396 0.0662429
2.573 -1.22861 0.0518381
2.574 -1.21726 0.0634912
2.575 -1.21428 0.0667547
2.576 -1.22723 0.0542252
2.577 -1.20931 0.0725464
2.578 -1.21537 0.0676326
2.579 -1.2044 0.07923
2.58 -1.21629 0.0677247
2.581 -1.20952 0.0746839
2.582 -1.21492 0.0697803
2.583 -1.22413 0.0611275
2.584 -1.23075 0.0556819
2.585 -1.22315 0.0640769
2.586 -1.2366 0.0510454
2.587 -1.22596 0.0620027
2.588 -1.22521 0.0630752
2.589 -1.21128 0.0775078
2.59 -1.1987 0.0907785
2.591 -1.22473 0.0653468
2.592 -1.22696 0.0633597
2.593 -1.21243 0.0786203
2.594 -1.19347 0.0981277
2.595 -1.20109 0.0907533
2.596 -1.21024 0.0822075
2.597 -1.21606 0.0768527
2.598 -1.23639 0.0570557
2.599 -1.2248 0.0693413
2.6 -1.23523 0.0591855
2.601 -1.22921 0.0655887
2.602 -1.19997 0.0952481
2.603 -1.16178 0.133886
2.604 -1.12553 0.171145
2.605 -1.08698 0.210368
2.606 -1.07852 0.219456
2.607 -1.10067 0.197802
2.608 -1.09577 0.203401
2.609 -1.11099 0.188821
2.61 -1.10918 0.190959
2.611 -1.08746 0.213067
2.612 -1.11633 0.185023
2.613 -1.13316 0.169126
2.614 -1.15294 0.149559
2.615 -1.16164 0.141442
2.616 -1.15155 0.152072
2.617 -1.17472 0.129136
2.618 -1.15526 0.149096
2.619 -1.15721 0.147609
2.62 -1.17927 0.126184
2.621 -1.17074 0.135069
2.622 -1.17864 0.127757
2.623 -1.17478 0.131831
2.624 -1.15491 0.152185
2.625 -1.16734 0.140226
2.626 -1.17357 0.134538
2.627 -1.17791 0.130497
2.628 -1.1801 0.128753
2.629 -1.15501 0.154006
2.63 -1.14938 0.159793
2.631 -1.11114 0.198515
2.632 -1.09799 0.2122
2.633 -1.06324 0.247654
2.634 -1.07618 0.235209
2.635 -1.07836 0.233079
2.636 -1.069 0.242678
2.637 -1.07549 0.236414
2.638 -1.06278 0.249367
2.639 -1.10467 0.208179
2.64 -1.1104 0.202936
2.641 -1.06437 0.249618
2.642 -1.04324 0.271169
2.643 -1.06782 0.246897
2.644 -1.07517 0.239974
2.645 -1.11946 0.196201
2.646 -1.08196 0.234216
2.647 -1.09289 0.223751
2.648 -1.0562 0.261005
2.649 -1.07947 0.238321
2.65 -1.0354 0.283257
2.651 -1.01746 0.302318
2.652 -1.00034 0.320032
2.653 -0.996723 0.324086
2.654 -1.01385 0.307161
2.655 -1.0312 0.290417
2.656 -1.05781 0.264162
2.657 -1.05719 0.265142
2.658 -1.02314 0.299825
2.659 -1.00529 0.318147
2.66 -1.04041 0.283594
2.661 -1.03309 0.291064
2.662 -1.02541 0.299207
2.663 -1.00796 0.317195
2.664 -1.0049 0.320547
2.665 -0.966678 0.359287
2.666 -1.00998 0.316444
2.667 -1.00469 0.322457
2.668 -0.983339 0.344341
2.669 -1.04503 0.283363
2.67 -1.04561 0.283585
2.671 -1.02253 0.307245
2.672 -1.01151 0.318749
2.673 -1.0206 0.309978
2.674 -1.01269 0.318227
2.675 -1.04888 0.282643
2.676 -1.00096 0.331514
2.677 -1.0114 0.321454
2.678 -0.992703 0.34041
2.679 -0.967551 0.365839
2.68 -0.934743 0.399164
2.681 -0.95454 0.379822
2.682 -1.0367 0.29865
2.683 -1.06434 0.271612
2.684 -1.0746 0.261795
2.685 -1.07552 0.261224
2.686 -1.01833 0.31909
2.687 -1.00785 0.329762
2.688 -1.01556 0.322216
2.689 -1.03941 0.298711
2.69 -1.02604 0.312651
2.691 -1.00896 0.329988
2.692 -0.985119 0.354636
2.693 -1.00671 0.333496
2.694 -0.967929 0.372746
2.695 -0.935103 0.405996
2.696 -0.969054 0.373011
2.697 -1.00752 0.335129
2.698 -1.01122 0.332059
2.699 -0.999781 0.344143
2.7 -1.02409 0.320084
2.701 -1.00661 0.337775
2.702 -1.01728 0.327419
2.703 -0.990935 0.353959
2.704 -0.954673 0.390646
2.705 -1.00165 0.34443
2.706 -1.05071 0.296042
2.707 -1.1167 0.231048
2.708 -1.12146 0.226753
2.709 -1.11487 0.233668
2.71 -1.10479 0.244644
2.711 -1.11184 0.237832
2.712 -1.12112 0.229288
2.713 -1.13023 0.22079
2.714 -1.15229 0.199368
2.715 -1.17635 0.176326
2.716 -1.19108 0.1619
2.717 -1.20945 0.143749
2.718 -1.20887 0.144515
2.719 -1.20593 0.147993
2.72 -1.23729 0.117274
2.721 -1.23973 0.115385
2.722 -1.22423 0.131191
2.723 -1.22447 0.131439
2.724 -1.2232 0.133076
