eta,Re,rho,omega,T
-5.337492417467e-03,66.40907164,3.315843653725e+00,17.9541614354,0.3499570464
-5.367719305613e-03,66.54264532,3.325843608042e+00,17.9606712753,0.3498302046
-5.398014805591e-03,66.67706246,3.335843562151e+00,17.9671995452,0.3497030960
-5.428378765252e-03,66.81232934,3.345843516053e+00,17.9737462371,0.3495757214
-5.458811032556e-03,66.94845233,3.355843469746e+00,17.9803113430,0.3494480817
-5.489311455571e-03,67.08543785,3.365843423233e+00,17.9868948551,0.3493201777
-5.519879882478e-03,67.22329240,3.375843376511e+00,17.9934967653,0.3491920103
-5.550516161569e-03,67.36202257,3.385843329582e+00,18.0001170657,0.3490635802
-5.581220141256e-03,67.50163500,3.395843282445e+00,18.0067557485,0.3489348884
-5.611991670064e-03,67.64213641,3.405843235101e+00,18.0134128056,0.3488059356
-5.642830596641e-03,67.78353360,3.415843187549e+00,18.0200882291,0.3486767227
-5.673736769756e-03,67.92583344,3.425843139789e+00,18.0267820111,0.3485472506
-5.704710038301e-03,68.06904288,3.435843091822e+00,18.0334941438,0.3484175200
-5.735750251294e-03,68.21316896,3.445843043647e+00,18.0402246192,0.3482875319
-5.766857257882e-03,68.35821878,3.455842995265e+00,18.0469734294,0.3481572870
-5.798030907340e-03,68.50419952,3.465842946675e+00,18.0537405665,0.3480267861
-5.829271049077e-03,68.65111847,3.475842897877e+00,18.0605260226,0.3478960302
-5.860577532633e-03,68.79898297,3.485842848873e+00,18.0673297900,0.3477650201
-5.891950207686e-03,68.94780047,3.495842799660e+00,18.0741518606,0.3476337565
-5.923388924049e-03,69.09757847,3.505842750241e+00,18.0809922266,0.3475022404
-5.954893531676e-03,69.24832461,3.515842700614e+00,18.0878508803,0.3473704725
-5.986463880663e-03,69.40004656,3.525842650779e+00,18.0947278137,0.3472384538
-6.018099821246e-03,69.55275211,3.535842600737e+00,18.1016230190,0.3471061849
-6.049801203808e-03,69.70644914,3.545842550488e+00,18.1085364883,0.3469736669
-6.081567878878e-03,69.86114562,3.555842500032e+00,18.1154682139,0.3468409004
-6.113399697134e-03,70.01684960,3.565842449369e+00,18.1224181880,0.3467078864
